#{"t_start": 1720382321.8376348, "env_id": "MountainCarContinuous-v0"}
r,l,t
90.591682,95,0.613086
91.021426,138,0.770146
74.004646,330,1.191784
72.302207,327,1.541883
79.148451,244,1.81817
92.339617,93,1.905588
71.755235,330,2.255369
88.204526,182,2.436239
84.835332,184,2.635324
85.206933,154,2.768335
82.420089,197,2.955212
75.388965,320,3.475408
89.457988,114,3.60128
90.232338,109,3.704388
84.677835,168,3.87745
89.348865,113,4.001479
87.79694,125,4.126601
90.161157,119,4.243726
93.665626,79,4.323024
82.59559,191,4.547867
87.007626,152,4.706761
89.351501,123,4.839093
92.184765,81,4.924315
75.568838,286,5.217057
89.836673,112,5.318732
80.377154,234,5.621356
89.13813,155,5.765959
89.370175,119,5.904081
85.725983,161,6.320265
89.291617,130,6.500403
92.569594,89,6.623359
88.520169,119,6.771163
82.971814,175,7.004342
88.431185,117,7.120521
91.008629,94,7.234481
80.31971,228,7.469268
94.56005,68,7.532171
93.284752,85,7.636914
94.016971,81,7.715313
88.310511,128,7.86847
92.680291,78,7.947482
89.726431,124,8.083925
88.286584,161,8.258101
88.975447,128,8.395226
90.139103,104,8.503892
92.416286,96,8.603712
87.155229,169,8.794457
89.478786,110,8.926064
92.947044,91,9.051657
89.285012,128,9.376121
93.828622,97,9.482533
88.904691,125,9.612123
80.560621,205,9.824087
93.460533,71,9.903826
93.446151,80,9.991731
92.255768,106,10.135083
78.131964,242,10.38456
92.72329,84,10.484568
91.268262,91,10.583277
93.223982,74,10.650163
92.624822,76,10.729138
90.406615,99,10.839027
82.487955,211,11.065465
85.919782,157,11.236605
92.059435,83,11.31251
86.055844,146,11.465046
90.923384,96,11.574813
93.48178,95,11.664941
85.296693,173,11.848054
88.079712,143,12.006558
89.466754,110,12.311551
88.70593,147,12.464962
88.348738,130,12.614422
88.979086,116,12.726251
92.726943,74,12.814338
84.480725,159,12.973483
93.295588,74,13.063621
92.246039,80,13.126518
91.653378,99,13.248418
93.227456,71,13.331524
80.692413,220,13.564454
90.431519,99,13.664682
92.625437,78,13.747983
84.941965,175,13.976614
87.722435,147,14.17239
94.278728,70,14.277011
89.520579,111,14.415914
93.425324,76,14.513083
92.852421,73,14.609432
91.58448,87,14.708805
83.872633,179,14.908673
91.392771,114,15.037175
93.314897,69,15.261629
90.843175,133,15.445798
89.962602,114,15.595343
90.536998,116,15.712949
89.638109,123,15.845745
88.526299,128,15.979162
84.097532,173,16.160114
92.422875,92,16.259666
69.641452,352,16.627582
91.992667,82,16.72758
90.861458,99,16.82957
92.935256,74,16.909095
92.547648,77,16.986964
84.533375,174,17.168911
88.24707,148,17.323373
91.186709,113,17.446128
94.023639,73,17.534062
93.526619,71,17.598763
90.775965,97,17.70704
89.745021,109,17.844235
85.531729,179,18.204846
91.752368,86,18.289959
91.729313,86,18.376679
93.497334,72,18.456172
92.231906,80,18.538964
91.706209,92,18.626925
90.628077,128,18.767962
92.252483,80,18.87422
91.755667,96,18.976649
83.784846,206,19.212446
91.06643,97,19.3126
87.991219,141,19.460564
92.056092,91,19.554863
91.685138,85,19.64163
86.582576,158,19.816245
92.489194,81,19.904113
92.15914,86,19.992546
84.901072,168,20.190933
91.386126,87,20.272496
85.332127,157,20.446495
89.076293,118,20.5663
91.50551,89,20.656702
91.692624,85,20.75085
91.902833,84,20.987214
91.77033,84,21.071746
92.520866,128,21.224598
91.692733,89,21.325141
86.520226,159,21.49067
92.940184,77,21.574002
89.650772,127,21.733633
91.181237,97,21.839277
91.090622,91,21.933668
88.102871,135,22.087551
76.048667,278,22.455389
91.536759,87,22.552444
92.177219,93,22.671494
76.334554,271,23.020721
81.800645,189,23.2306
92.118236,79,23.318897
86.064479,169,23.52062
87.472745,158,23.702542
90.061446,102,23.815554
92.783172,86,24.053319
93.566948,77,24.139318
91.231138,89,24.23765
85.875599,171,24.420449
91.640698,85,24.503515
90.524763,96,24.615954
91.773224,84,24.689662
91.758097,84,24.770145
92.280178,83,24.853738
86.228595,156,25.059373
91.503817,87,25.148022
91.748892,84,25.245627
92.263257,80,25.316741
91.131467,107,25.427877
92.467504,88,25.498921
92.31456,81,25.606452
92.119431,84,25.732655
91.698872,84,25.802412
92.568901,81,25.899974
92.887741,76,26.00521
80.503707,219,26.365014
84.976111,156,26.598614
91.966581,84,26.688804
91.535092,87,26.774698
93.403586,91,26.852157
91.696231,88,27.196627
85.974368,151,27.376492
90.879123,95,27.466798
91.723534,84,27.576612
86.170341,153,27.764581
91.417195,93,27.887314
91.574055,86,27.968218
90.340199,111,28.150593
87.664567,136,28.320897
91.889814,83,28.424887
91.131162,116,28.528812
90.78174,94,28.641241
91.902431,83,28.713073
90.997519,118,28.850252
91.86295,84,28.940933
90.987016,93,29.043641
91.636749,84,29.121459
90.714003,99,29.253445
85.008701,160,29.449409
92.35493,81,29.543866
91.021572,92,29.666612
91.716819,84,29.745103
91.943501,85,29.849046
91.251271,89,29.943365
89.853006,105,30.063721
