#{"t_start": 1720382321.8503604, "env_id": "MountainCarContinuous-v0"}
r,l,t
92.827796,75,0.580043
90.31628,137,0.735919
80.758947,210,1.029253
74.624252,278,1.314493
87.185079,161,1.502375
83.912573,227,1.757165
86.421694,164,1.918721
89.334086,145,2.074659
89.182883,115,2.20174
63.720775,430,2.628598
92.835238,101,2.723893
93.498052,87,2.816093
87.230464,174,2.983361
82.170517,190,3.154983
85.062483,183,3.553123
79.24247,266,3.817712
88.833264,121,3.956928
90.142862,113,4.064266
88.235162,133,4.201118
89.617937,116,4.325954
93.573354,79,4.417099
89.482518,119,4.545926
81.186911,216,4.776227
88.079139,122,4.893693
88.871098,117,5.027683
86.864656,138,5.169906
90.169939,103,5.272748
90.073553,108,5.409828
92.676335,84,5.498148
91.613786,103,5.625678
86.370907,150,5.77609
85.554455,148,5.935472
91.903153,110,6.29161
80.521489,222,6.598822
90.593505,110,6.741728
82.991463,177,6.97491
89.367444,113,7.091452
88.704484,128,7.235554
93.374161,90,7.319903
90.870684,107,7.441039
83.923281,174,7.624189
85.963739,157,7.813201
83.307112,193,8.010023
92.021588,82,8.091332
93.526748,71,8.16555
88.498521,139,8.31869
86.461047,182,8.517802
88.577565,125,8.639305
88.631687,153,8.822142
90.696208,99,8.937993
85.133685,185,9.347764
93.130212,75,9.438536
91.065422,96,9.532696
93.73386,79,9.618761
88.403576,126,9.747166
91.948744,99,9.854535
88.248643,127,10.008209
88.177837,147,10.191284
91.710035,92,10.270878
93.551569,73,10.355534
89.631795,112,10.471843
87.536709,127,10.613614
89.177831,141,10.763307
92.123005,99,10.868569
93.474786,66,10.93146
91.702562,103,11.037092
92.490918,82,11.137463
93.3,67,11.209024
92.536118,78,11.29278
77.82444,258,11.546463
89.595814,119,11.684126
84.072145,168,11.850953
86.050036,155,12.223792
92.563689,100,12.33011
91.189453,95,12.430987
90.227743,118,12.546748
93.121424,74,12.634775
92.202897,87,12.713526
93.143543,76,12.801612
85.367384,164,12.977662
93.677629,68,13.050895
88.602204,164,13.223692
91.008434,97,13.318798
93.199252,73,13.403457
90.673207,123,13.535377
92.692232,75,13.618909
93.197596,78,13.702043
91.992225,102,13.802055
88.81448,122,13.981813
82.821286,201,14.264286
90.35881,104,14.385223
93.340873,76,14.484591
90.216116,102,14.61773
92.744032,76,14.71171
93.506797,68,14.785613
89.594132,129,14.927202
85.573508,158,15.248904
90.0324,104,15.396574
93.766956,71,15.479977
90.582113,101,15.616946
72.614855,295,15.916661
82.527711,225,16.147388
93.542594,72,16.231335
93.106848,86,16.326192
87.101671,140,16.464388
93.265525,70,16.542285
93.653807,71,16.614856
90.27715,127,16.763128
91.996598,89,16.847488
91.335921,99,16.957265
81.478011,214,17.188831
89.085262,125,17.314598
87.175574,166,17.499656
92.320908,80,17.583837
82.30987,189,17.800482
92.180128,81,17.908403
85.56185,171,18.23052
91.845125,84,18.327017
89.940922,109,18.440446
92.918184,84,18.526239
88.357938,126,18.661098
90.863365,92,18.755236
93.775513,76,18.847989
91.688209,86,18.94743
92.48157,77,19.04494
91.968572,82,19.129296
91.376413,87,19.21366
91.84473,89,19.313639
91.7,83,19.399866
91.884397,82,19.492821
91.231057,90,19.589526
93.020211,80,19.675784
93.074064,81,19.754301
91.870804,87,19.844513
93.36926,70,19.923028
89.620479,114,20.066481
77.228835,260,20.338286
91.784327,84,20.42777
92.192399,84,20.506694
83.780242,177,20.70687
91.878528,84,20.794356
91.407187,88,21.024729
84.089093,167,21.211872
93.500118,73,21.301058
84.474304,167,21.477945
90.927169,93,21.577851
91.356799,88,21.677843
91.441489,87,21.801903
93.582974,70,21.873671
92.6573,78,21.952197
90.421553,96,22.058787
93.179411,74,22.138408
90.520026,95,22.269656
86.209027,146,22.46038
91.805151,98,22.578672
88.828281,121,22.744713
91.699791,99,22.871206
93.171896,70,22.954454
85.386048,153,23.131746
93.976913,76,23.214875
84.454649,162,23.396268
85.206195,170,23.605426
91.961704,83,23.702323
92.878767,76,23.776411
91.054825,91,24.009066
92.082315,82,24.105223
93.643554,77,24.198034
85.304112,159,24.369991
92.017822,83,24.456481
86.186173,145,24.607447
89.472935,152,24.757419
91.898251,84,24.841012
87.219589,133,25.024534
90.932573,94,25.119784
91.399433,88,25.218769
91.70386,100,25.304016
80.972253,204,25.517832
93.520144,67,25.594902
93.335643,79,25.70429
92.043396,106,25.817156
91.757182,84,25.904406
93.096599,85,26.054911
91.345176,89,26.204216
93.90858,70,26.289284
91.080612,103,26.470167
85.050794,163,26.672027
91.303415,87,26.753726
91.599359,85,26.837161
91.624944,85,27.150044
91.17105,104,27.305357
83.640923,179,27.505969
91.998039,81,27.588971
91.752913,85,27.672535
93.453197,79,27.809373
91.788215,87,27.907397
90.962848,114,28.021288
91.527472,85,28.171569
91.628309,86,28.289455
91.49541,86,28.39566
91.405267,89,28.468823
94.146106,68,28.54735
82.277412,183,28.73206
91.863924,85,28.827091
92.455157,92,28.928207
92.241268,79,29.008655
91.308724,90,29.100719
91.738236,84,29.216805
91.74352,84,29.309145
92.767743,84,29.436684
90.727029,108,29.546764
91.241688,89,29.658561
91.067798,91,29.764344
89.909583,108,29.883209
91.916395,83,29.979277
