#{"t_start": 1710952705.2403274, "env_id": "HalfCheetah-v4"}
r,l,t
-226.372685,1000,2.249709
-256.080312,1000,2.823524
-270.105317,1000,3.373677
-152.267356,1000,3.925117
-166.183583,1000,4.546462
-351.092413,1000,5.113828
-312.233296,1000,5.652459
-196.189222,1000,6.304297
-409.54398,1000,6.938866
-309.250673,1000,7.560814
-294.832155,1000,46.456664
-213.06145,1000,84.245795
-269.929855,1000,122.358553
-155.193977,1000,159.505386
-217.602287,1000,197.359137
-244.485598,1000,234.016412
-273.02188,1000,271.046629
-343.467928,1000,308.388923
-326.513562,1000,345.113163
-266.062415,1000,381.253092
-237.479007,1000,421.086956
-164.980402,1000,459.212407
33.47378,1000,495.784718
5.011002,1000,531.639825
166.507575,1000,569.173854
113.118798,1000,609.504524
550.548422,1000,645.802355
836.394899,1000,682.780479
758.1201,1000,720.402892
1138.865596,1000,757.78232
1334.063847,1000,795.014832
1858.166516,1000,832.026245
1882.560138,1000,868.950759
1908.397801,1000,904.777065
345.391062,1000,941.754934
2084.522441,1000,979.406939
2162.816726,1000,1015.990241
309.815413,1000,1052.358574
2121.652929,1000,1089.533684
2448.251005,1000,1126.967888
709.883032,1000,1165.680551
2041.926615,1000,1202.599481
2091.346266,1000,1240.022057
2493.843394,1000,1278.040661
1169.022993,1000,1314.265797
2324.134368,1000,1351.416193
2541.112354,1000,1388.50105
2630.634325,1000,1424.241056
2335.069914,1000,1460.969183
2652.581714,1000,1497.543491
2619.5472,1000,1535.345249
2715.273954,1000,1571.19291
3074.288543,1000,1608.176524
3058.027823,1000,1645.272941
3042.639946,1000,1681.696713
3085.055044,1000,1720.495211
3035.393016,1000,1760.04239
3252.854181,1000,1798.337371
3299.374371,1000,1836.303866
3293.244048,1000,1872.930345
3401.050101,1000,1911.500487
3472.085296,1000,1948.873378
3259.62284,1000,1985.56545
1805.39498,1000,2021.824691
3561.220163,1000,2059.494456
3416.595648,1000,2096.402529
3644.641115,1000,2132.5643
3757.22444,1000,2170.842376
3545.173848,1000,2209.946573
3734.685143,1000,2247.589648
