#{"t_start": 1720871958.7786999, "env_id": "MountainCarContinuous-v0"}
r,l,t
85.786565,205,1.579938
77.485335,344,2.079802
58.438992,574,2.868689
87.452761,141,3.055874
73.061818,322,3.453689
89.215736,125,3.612432
67.596799,367,4.100919
89.41673,127,4.27293
83.490255,233,4.586309
90.515107,98,5.02101
92.92896,134,5.233106
83.414636,173,5.49988
90.67175,117,5.668252
89.43147,112,5.854926
76.56426,284,6.215482
92.764455,95,6.35086
88.61697,136,6.560238
83.787412,218,6.83554
61.772494,509,7.547791
94.117082,79,7.648749
80.121421,218,7.944168
90.37614,131,8.149857
91.80708,89,8.279174
78.697452,292,8.944453
80.62847,223,9.298384
93.622739,82,9.422704
90.016186,125,9.617079
91.029152,109,9.777293
85.617868,160,10.045638
93.961378,103,10.217639
77.924079,236,10.537456
71.385058,317,10.944766
84.323905,182,11.230834
88.131482,156,11.450676
88.643584,132,11.66387
91.603006,87,11.800853
87.14399,192,12.10899
93.832581,77,12.229538
89.033292,140,12.452294
87.218674,134,12.890252
86.866677,160,13.088978
88.330665,125,13.298542
87.256881,155,13.509521
92.81932,83,13.621431
89.105521,140,13.812543
85.9333,156,14.011901
89.970921,126,14.170619
91.490857,99,14.298657
91.718977,97,14.424837
83.318842,179,14.642792
87.77992,135,14.835231
88.775262,118,15.011135
82.704396,214,15.354626
84.177139,193,15.622758
92.672597,109,15.763372
90.220999,105,15.893835
89.440816,132,16.068401
88.675883,119,16.396221
85.54045,173,16.639445
86.635889,145,16.855906
91.804082,99,17.00578
84.393321,167,17.22944
67.640407,347,17.687454
89.836844,106,17.85538
88.895092,119,18.024183
92.608178,77,18.124462
91.976115,82,18.224612
90.471653,115,18.384294
91.237674,104,18.514797
93.645962,97,18.628111
90.06148,107,18.7757
86.74671,140,18.976132
89.415413,123,19.132957
92.781665,73,19.241348
92.709565,93,19.385763
89.780458,112,19.553091
88.580257,120,19.728188
91.866709,90,20.073468
75.015366,288,20.454172
81.055536,208,20.757203
62.978917,394,21.306821
91.39168,120,21.501629
92.31663,86,21.626182
92.319126,88,21.734529
86.463396,149,21.905553
92.004727,93,22.039014
92.746891,81,22.166422
91.509625,88,22.291959
89.729638,106,22.437006
91.486353,105,22.574933
89.103823,127,22.726977
85.450046,175,22.950099
90.87805,111,23.084894
93.400493,91,23.201583
78.738504,251,23.699046
93.052949,83,23.806338
89.319345,109,23.938659
93.623182,72,24.028236
88.843151,144,24.219379
92.054725,85,24.313636
90.679337,105,24.449829
89.789289,106,24.6447
92.103991,89,24.765218
92.66554,85,24.881735
91.30766,103,25.035654
91.646077,85,25.164629
91.836375,84,25.282262
93.191115,80,25.38113
88.601139,123,25.530985
89.68505,114,25.69132
90.094056,112,25.841631
91.296486,105,25.97163
72.794932,299,26.387626
87.909003,142,26.570801
90.278363,110,26.71349
92.339954,82,26.835336
91.918111,83,26.955115
89.636956,108,27.248739
88.581494,119,27.4077
82.833712,194,27.647002
91.973568,96,27.776042
92.558802,95,27.923192
90.332478,119,28.095574
92.880983,78,28.211967
85.928052,165,28.430868
90.354614,102,28.569229
94.303067,72,28.646271
89.867693,112,28.800997
92.373918,80,28.895034
87.361837,139,29.119344
92.31418,79,29.243078
90.242163,101,29.401287
88.904122,133,29.592995
93.253351,73,29.680529
86.294379,174,29.898143
90.473264,107,30.046453
92.151103,87,30.181314
90.28637,101,30.310596
92.090047,81,30.432129
92.192103,99,30.593431
88.421005,130,30.966328
91.776082,84,31.064618
88.643003,118,31.220367
92.947733,75,31.342411
86.551092,145,31.546654
85.040016,166,31.78799
92.445311,80,31.898371
92.200659,81,32.010422
91.866955,88,32.133731
85.802666,175,32.377514
94.06854,72,32.485659
91.79203,88,32.594595
92.3,77,32.69858
90.741082,95,32.826723
91.9,81,32.957725
93.047355,84,33.096284
89.421724,110,33.274439
91.089548,93,33.413833
90.682176,95,33.575128
94.106101,71,33.688053
92.378883,80,33.817038
92.987966,75,33.930029
93.736327,74,34.022859
77.519573,258,34.375751
84.085467,167,34.788887
87.791141,123,34.977967
93.313274,84,35.067888
90.155543,106,35.22876
90.288724,98,35.367485
93.876701,71,35.469282
82.308543,185,35.721886
92.840197,74,35.832029
92.405293,77,35.97144
92.197959,82,36.088079
92.650297,76,36.19793
93.382274,84,36.316919
92.008819,83,36.437291
91.396325,89,36.554228
87.362448,147,36.737396
93.559051,67,36.831036
92.525832,77,36.95887
92.487982,78,37.081447
89.234204,118,37.242642
93.90215,76,37.363773
92.040902,94,37.507774
86.588172,162,37.726187
92.71845,85,37.863661
92.331243,79,37.988643
91.876693,85,38.131805
92.573998,77,38.468862
92.4,76,38.587588
92.317796,80,38.70451
92.060229,81,38.83512
91.810645,91,38.973738
90.698236,95,39.09716
93.133151,81,39.218373
86.269281,140,39.417269
90.818191,92,39.55184
92.549604,76,39.68711
91.929468,85,39.820006
93.461908,88,39.940682
93.545555,73,40.044003
92.4,76,40.151939
93.335723,79,40.286562
92.611512,94,40.451254
91.03842,98,40.603853
92.908438,88,40.755382
86.530171,141,41.003224
85.470458,164,41.317372
92.883964,73,41.446721
90.598473,105,41.642791
92.991646,86,41.774665
93.235667,74,41.909992
92.126882,84,42.028349
90.135565,101,42.201405
92.62538,75,42.332662
89.631386,110,42.715415
90.112007,115,42.917344
86.881428,134,43.117082
85.450152,166,43.366687
92.277582,81,43.498219
92.559515,76,43.619987
92.565424,76,43.75285
92.305782,82,43.889372
92.292059,83,44.010086
92.554958,77,44.133021
92.95839,73,44.247149
91.199377,89,44.373752
91.944542,84,44.485577
92.936153,71,44.59003
93.567355,68,44.6767
92.903165,74,44.778775
92.469537,79,44.909879
92.316664,79,45.037075
93.541542,73,45.135519
92.439847,78,45.246965
92.294795,83,45.390244
89.762197,121,45.579616
92.658553,77,45.697484
90.931842,99,45.878557
90.496646,97,46.018615
91.948769,83,46.169951
93.153859,77,46.295789
93.059284,80,46.443928
93.165263,74,46.549989
91.978234,84,46.851535
92.3,77,46.970062
89.480864,110,47.151099
88.622297,124,47.397613
92.904981,75,47.541552
89.540599,109,47.715526
93.819602,80,47.860035
93.402155,73,47.990596
93.09944,82,48.122321
93.062794,73,48.218376
93.711883,82,48.351644
92.371652,77,48.465446
92.649523,92,48.60195
89.926502,104,48.759108
92.985881,78,48.895034
88.871619,112,49.07796
84.593077,164,49.311081
93.711417,74,49.411651
92.729193,75,49.521098
89.185722,119,49.675387
92.518804,84,49.78272
92.65682,76,49.893263
84.974119,167,50.151406
90.286606,108,50.283453
92.721301,74,50.385603
92.69578,74,50.4855
93.606085,72,50.576
91.435376,98,50.857538
89.976439,110,50.981629
89.678682,105,51.091679
89.917029,101,51.210581
92.86926,73,51.306868
92.45897,77,51.440406
93.054572,82,51.563612
92.699422,74,51.659207
92.754285,75,51.752681
88.622308,117,51.893795
92.624155,76,52.001519
92.437888,76,52.073066
90.090742,105,52.17661
92.874851,73,52.253107
87.685769,128,52.389518
93.273505,77,52.456748
91.128679,104,52.57352
89.091947,111,52.707464
89.110971,115,52.823811
90.55028,96,52.941559
88.733226,128,53.105139
90.364953,105,53.219824
88.2827,124,53.341937
91.041597,105,53.462998
93.268988,78,53.526873
91.516287,95,53.845407
92.356055,78,53.956609
92.937889,75,54.056044
91.38125,89,54.160236
90.045542,105,54.273329
92.897848,74,54.365216
