#{"t_start": 1712519770.8480046, "env_id": "MountainCarContinuous-v0"}
r,l,t
59.025729,536,2.474443
64.500506,470,3.574449
75.117103,282,4.085809
80.892839,228,4.628531
92.246873,97,4.899678
81.391854,223,5.468062
92.429338,105,5.776582
82.343008,226,6.382344
90.648301,106,6.679073
89.623915,105,6.991459
89.812013,123,7.83897
84.075286,178,8.290416
84.703312,172,8.756937
90.184523,114,9.085536
82.154439,215,9.652151
83.302814,191,10.164268
87.083021,145,10.573651
92.238618,90,10.802279
84.385827,175,11.222
77.957467,263,11.927255
92.101615,96,12.18241
92.093188,84,12.427161
84.994192,161,12.842241
89.237169,115,13.102068
87.71899,175,13.552337
83.290068,184,14.054896
90.882252,129,14.368225
87.19428,134,15.004284
92.629407,103,15.284362
92.269598,90,15.502227
87.453834,171,15.915029
91.763365,86,16.142288
92.477507,94,16.38314
91.640112,105,16.642089
83.767046,165,17.100953
92.924887,77,17.366673
92.465401,86,17.602051
93.333135,73,17.785433
91.136797,92,18.012102
91.354638,97,18.249232
82.770934,190,18.742113
88.633165,136,19.092265
72.600893,331,19.972113
84.671177,185,20.432245
93.254509,74,20.613258
83.604489,183,21.08372
89.668735,111,21.732201
91.898808,93,21.963986
93.495695,77,22.187125
92.2442,79,22.442107
86.365091,140,22.768654
92.881767,73,22.939942
87.965488,137,23.263545
86.548784,145,23.657799
86.95414,183,24.143252
92.859758,82,24.375555
93.5,65,24.555122
92.751021,91,24.79164
92.873985,73,24.981444
91.252315,88,25.183736
91.819156,87,25.424345
91.919376,81,25.642914
83.378135,203,26.255328
92.526753,78,26.524135
93.093544,74,26.828529
91.533905,88,27.057218
87.521407,134,27.383728
92.700733,77,27.600923
92.508368,77,27.788981
93.221769,72,27.971071
93.943623,74,28.15607
92.617502,76,28.716504
92.574694,76,28.901009
91.469292,120,29.241036
82.623656,190,29.741271
93.227618,82,29.935355
87.567247,145,30.321019
94.659464,73,30.55136
86.380019,148,30.913227
92.1,79,31.121865
93.325454,77,31.306275
88.818057,114,31.61907
90.059334,108,31.886995
87.658203,147,32.263512
92.609278,76,32.467881
90.870613,118,32.761266
91.069001,91,32.994178
92.6,74,33.175401
92.731894,74,33.361378
92.760507,74,33.526121
92.708932,75,33.717164
87.012342,143,34.067225
81.195651,218,34.591245
