#{"t_start": 1712519770.8521347, "env_id": "MountainCarContinuous-v0"}
r,l,t
79.337639,321,1.84265
67.831482,467,3.032938
70.469135,393,3.920033
90.698347,107,4.081679
90.20739,104,4.332907
70.451356,332,5.193853
86.074064,188,5.700206
88.261854,167,6.072302
92.800284,91,6.381339
83.606767,212,6.997466
87.358533,150,7.903471
86.44954,144,8.278149
90.822147,107,8.561519
91.155238,103,8.835256
91.709287,94,9.113175
86.480791,150,9.538403
92.911461,94,9.778113
78.730754,279,10.538267
89.435953,115,10.839066
84.730982,178,11.259321
92.999956,75,11.473175
83.05751,192,11.968239
93.295169,73,12.168126
91.688301,88,12.428043
86.440541,172,12.859485
93.75455,69,13.018522
93.047526,73,13.209702
81.378534,210,13.727974
94.659613,67,13.940345
90.387719,97,14.181159
91.4,86,14.38823
80.614835,224,15.272963
92.945468,87,15.480011
89.965643,117,15.768064
91.815933,84,15.97911
93.274515,76,16.168371
86.227311,143,16.548404
93.236338,72,16.718128
92.648275,81,16.943247
93.190183,73,17.153074
85.514766,158,17.648014
92.612293,128,17.949312
80.325604,221,18.498178
92.308202,80,18.708898
91.128136,103,18.983228
87.905878,158,19.428431
92.128877,80,19.613252
84.403609,174,20.068185
92.287478,94,20.29815
92.595054,100,20.54817
92.605533,77,20.742123
87.14674,159,21.148018
92.85272,76,21.708988
92.692355,75,21.907623
92.715594,79,22.128191
91.893009,97,22.423533
93.321384,68,22.58603
89.300151,114,22.839565
85.332922,176,23.259414
91.029274,106,23.547436
82.115635,260,24.262155
90.36205,113,24.571497
93.130542,75,24.755689
93.354138,70,24.937603
92.131501,83,25.149437
90.469487,99,25.407971
90.511272,103,25.672441
87.084359,145,26.075799
92.303885,88,26.423861
87.398965,147,26.931605
82.367755,181,27.379598
92.845735,75,27.588783
92.344385,78,27.781837
82.848384,180,28.230487
87.257126,159,29.026875
87.792439,147,29.399966
82.124742,187,29.887228
92.352025,82,30.088948
86.200641,159,30.560385
90.280142,108,30.823018
91.3,87,31.05044
92.755891,76,31.22208
92.561336,88,31.459893
