#{"t_start": 1712518377.6077874, "env_id": "MountainCarContinuous-v0"}
r,l,t
85.795926,171,0.520222
66.884259,385,0.908145
88.595062,158,1.12712
93.476583,71,1.198226
84.205631,207,1.414677
92.95582,96,1.50862
85.107051,197,1.730733
71.670767,376,2.180694
82.711844,182,2.384952
83.295012,187,2.629879
82.631019,193,2.893498
84.615394,171,3.092382
91.153768,104,3.245014
89.648247,115,3.743004
88.576473,134,3.89587
92.946194,72,3.998739
92.367753,79,4.09622
81.07208,210,4.396194
88.759514,133,4.547298
89.848182,111,4.656949
91.148879,129,4.796143
88.995879,115,4.933872
69.563488,349,5.333907
84.544393,192,5.566842
91.997929,93,5.690355
85.134252,171,5.872555
87.328073,151,6.041629
74.958775,284,6.456186
93.756693,78,6.57654
77.91075,246,7.055851
83.794365,176,7.271202
86.215333,167,7.441978
92.49242,80,7.575082
89.04995,129,7.707178
79.043941,259,8.037622
91.121989,91,8.135474
77.430227,246,8.401383
92.4737,85,8.47471
91.30417,95,8.57459
91.891258,85,8.668728
92.734603,74,8.756445
91.6,84,8.83796
88.393213,150,9.021547
92.447066,91,9.115898
94.320622,70,9.206688
91.259489,89,9.285863
92.648562,92,9.452553
92.531183,104,9.574304
78.792659,236,10.00557
90.568453,96,10.147929
89.355859,114,10.299501
92.213994,80,10.46927
93.65958,98,10.585971
88.942279,137,10.738765
93.417636,81,10.822044
94.840332,80,10.905468
87.21881,143,11.056185
93.154729,77,11.141278
84.490002,162,11.314181
91.529196,90,11.405345
93.2,68,11.468483
85.105617,163,11.642315
86.863561,165,11.828909
92.034859,97,11.917705
92.515548,78,12.0203
84.170167,172,12.204558
90.991449,94,12.299149
91.327031,90,12.387984
93.074417,71,12.466625
93.564881,75,12.553766
93.09874,74,12.619015
92.232028,83,12.713169
91.590065,87,13.051455
84.379256,189,13.251423
93.805415,73,13.329557
92.263542,83,13.418203
84.252408,177,13.617682
91.1854,109,13.779097
91.685442,98,13.896958
92.306424,80,14.021594
88.543814,134,14.168942
85.937588,171,14.352266
74.131381,277,14.678915
93.491678,75,14.777064
88.75433,129,15.016366
92.2,78,15.121364
87.254002,134,15.281799
79.733781,234,15.711089
92.777519,74,15.801086
92.809603,77,15.951755
84.18568,167,16.154514
94.664656,67,16.23346
90.284254,106,16.510686
92.057035,80,16.618274
92.125735,80,16.710998
91.704872,83,16.850262
92.474447,77,16.942067
92.755698,78,17.031029
88.361971,129,17.150783
86.733593,177,17.364673
92.791096,81,17.45065
84.50229,176,17.665856
89.887937,102,17.783279
93.886776,77,17.865874
92.572358,76,17.932976
89.950067,103,18.029365
90.980094,91,18.123641
92.330357,79,18.214829
92.764572,84,18.293251
78.652518,223,18.615102
89.652565,130,18.749686
88.091309,132,18.876663
93.24097,80,18.980932
91.676258,89,19.061182
91.915723,84,19.190838
92.296364,80,19.292417
92.044636,82,19.523772
92.566944,77,19.597616
92.878738,81,19.697264
85.871687,158,19.863531
86.012072,169,20.063407
92.195968,90,20.245165
91.125905,91,20.364364
85.386304,169,20.6435
92.75717,107,20.767077
92.662119,79,20.861367
78.413916,242,21.169657
91.551215,86,21.258194
91.558975,86,21.38693
92.735788,112,21.50591
90.752565,101,21.642677
91.856902,83,21.745143
87.697352,150,21.912192
91.454119,87,21.994921
84.255594,200,22.21067
88.247048,141,22.378839
91.988775,87,22.458391
91.319822,89,22.70374
91.483004,89,22.809485
90.724085,93,22.933156
91.182678,90,23.027544
92.644338,99,23.127707
