#{"t_start": 1720870395.7921007, "env_id": "MountainCarContinuous-v0"}
r,l,t
80.476104,231,1.426662
70.662565,399,1.861084
88.391597,141,2.027564
89.697803,117,2.167515
71.062763,391,2.813641
90.11414,132,2.95395
76.429068,296,3.280069
80.423764,269,3.612695
84.916782,160,3.781081
82.658442,193,3.981111
91.456971,95,4.093902
80.652901,265,4.718046
86.119925,170,4.899034
86.465465,150,5.076038
90.013232,107,5.211323
77.135169,248,5.498704
87.644132,138,5.632668
88.71362,119,5.761902
86.654995,179,5.964533
89.595943,113,6.097839
90.059608,111,6.303226
90.407492,110,6.444208
89.877452,145,6.733618
90.256778,112,6.841283
92.269918,95,6.947915
92.254548,81,7.057688
87.175327,131,7.194756
86.837594,150,7.440671
93.346251,75,7.514248
89.2,108,7.872794
93.472941,84,7.978297
86.96841,133,8.123384
91.6,84,8.240828
92.8,72,8.322478
90.015185,112,8.440953
93.499177,101,8.545148
90.638794,97,8.679312
88.458693,123,8.812063
88.60015,140,8.978523
78.848586,239,9.32848
91.53102,91,9.454492
88.660937,119,9.591383
89.116282,133,9.777572
90.359674,137,9.923676
86.201299,165,10.094094
82.401958,204,10.37489
94.028196,79,10.45358
87.630792,142,10.621647
92.251566,99,10.739711
93.518568,82,10.829428
92.9,71,11.06945
93.564412,80,11.159653
93.527575,73,11.240789
93.68278,90,11.342586
88.515199,117,11.485947
89.92583,113,11.641892
90.035911,120,11.895155
93.184925,69,11.976836
80.899365,219,12.208948
89.973763,105,12.357585
92.703741,80,12.458819
85.140357,172,12.65233
89.996338,113,12.773789
84.744059,171,12.972922
91.94355,84,13.070044
92.592332,78,13.158905
89.040156,115,13.268711
92.185696,82,13.414681
92.096975,81,13.510572
92.953563,90,13.603159
92.434916,78,13.682374
88.368379,130,13.834477
92.989911,72,13.929989
90.756285,94,14.067044
93.125221,74,14.310937
93.006662,75,14.37131
77.57034,254,14.633706
93.188621,72,14.713162
90.710523,121,14.834122
91.330532,102,14.95588
84.002034,178,15.146981
90.32778,101,15.28185
90.9,91,15.3894
90.095636,105,15.522331
79.466308,246,15.821284
91.732271,85,15.910067
92.182656,80,15.985909
85.042972,213,16.216584
88.11657,150,16.370228
91.738378,90,16.505469
93.795929,75,16.570146
89.896092,104,16.688084
91.652602,97,16.785245
92.872175,82,16.885912
89.403631,117,17.050676
93.13534,72,17.287686
85.045252,179,17.496891
90.494223,106,17.60378
91.454886,86,17.703913
89.768784,107,17.803671
93.693962,68,17.886902
84.937101,162,18.088092
88.165674,156,18.351821
91.4,86,18.445576
91.544038,98,18.536726
86.157768,159,18.735322
87.556438,136,18.861534
92.470708,87,18.953069
92.177487,80,19.030582
92.263342,78,19.115131
90.790821,94,19.199201
91.831666,95,19.314073
85.093683,188,19.528645
90.798236,110,19.629907
83.0,170,19.833545
91.365122,91,19.934472
90.947898,94,20.028813
89.885297,107,20.296422
89.40815,115,20.412426
85.243302,155,20.612595
91.975636,82,20.715622
92.342298,88,20.844589
89.390386,112,20.967414
89.421674,110,21.100227
93.507975,69,21.167221
86.320336,151,21.35088
85.57315,157,21.504834
87.097811,136,21.628118
91.994734,119,21.756663
92.380815,78,21.843757
89.97568,110,21.988634
86.100147,147,22.141807
93.938862,75,22.196796
89.680163,106,22.299308
90.616848,120,22.475576
89.001367,133,22.660301
91.2,88,22.812224
92.30423,79,22.89886
93.890981,80,23.012553
84.180398,168,23.332293
89.391132,119,23.473711
91.7,83,23.548877
91.94696,83,23.659718
84.82172,160,23.827096
87.160915,142,23.978985
89.678825,116,24.097732
92.33848,83,24.200387
91.791614,83,24.297726
86.658299,151,24.461391
91.513896,92,24.547453
92.012276,82,24.647292
91.908073,83,24.737214
92.025018,86,24.825399
91.2,88,24.927407
91.4,86,25.008649
91.374138,92,25.126286
93.463925,67,25.193581
91.933053,83,25.30015
86.645735,162,25.47537
94.33916,76,25.577181
91.560178,94,25.671327
85.842866,146,25.840069
92.359545,79,25.929821
93.060034,74,26.008349
91.522618,87,26.25541
92.425644,79,26.365545
92.006052,82,26.464512
92.041277,80,26.545346
91.969295,81,26.628663
91.527472,85,26.728602
91.95428,83,26.828482
91.538349,86,26.936197
89.9,101,27.039467
85.653194,150,27.195188
92.639816,77,27.287626
92.12531,80,27.438337
91.496954,86,27.565971
90.991518,94,27.643647
89.52606,106,27.766251
92.766836,85,27.866402
92.101501,82,28.023782
92.00188,87,28.125784
91.8,82,28.222702
92.141846,80,28.406285
92.496739,83,28.567789
89.324905,113,28.699199
92.554409,82,28.776404
91.957382,84,28.870545
92.057004,83,28.958307
85.779733,148,29.113769
91.886927,82,29.189798
87.152046,136,29.492648
91.191821,90,29.606274
91.665868,85,29.717138
88.298407,146,29.875728
87.764257,138,30.008828
90.932421,102,30.142982
92.574705,77,30.208595
92.096905,81,30.294524
88.019482,123,30.470749
91.918403,83,30.557695
92.835687,80,30.636229
91.999288,85,30.722918
92.167606,91,30.805282
92.004339,81,30.926731
91.971737,82,31.004753
92.308839,82,31.09135
91.95777,82,31.173321
91.68199,84,31.333904
93.219464,86,31.450282
91.752421,84,31.556962
91.642081,85,31.650597
90.325658,113,31.772834
91.559673,95,31.86547
92.193125,81,31.942881
91.495632,86,32.038446
92.048678,83,32.123937
91.555516,86,32.202519
