#{"t_start": 1720382314.9189525, "env_id": "MountainCarContinuous-v0"}
r,l,t
90.610472,151,0.867885
76.993646,381,1.293543
50.3041,657,1.943955
76.31463,331,2.255401
87.041628,165,2.413029
77.922592,262,2.659928
91.014468,124,2.78061
92.617019,88,2.866539
86.619308,152,2.996806
79.082577,258,3.380296
84.543268,182,3.594903
92.908763,78,3.66352
82.807747,238,3.890246
83.578808,206,4.109316
91.387983,110,4.215032
90.465505,111,4.322038
79.380597,234,4.548615
91.485331,92,4.636889
93.826072,80,4.715711
93.437885,76,4.796167
90.858273,100,4.891432
87.37984,137,5.0262
77.802027,292,5.289582
86.755922,184,5.473745
90.602763,113,5.59498
86.920501,138,5.717281
91.242381,88,5.916391
91.742984,84,5.97888
90.698635,119,6.088656
93.232654,73,6.161976
90.041217,106,6.240128
88.593287,149,6.378464
85.065128,170,6.562676
89.94484,132,6.688093
92.875718,72,6.762452
93.32139,76,6.842363
89.869324,119,6.949347
91.303995,89,7.025557
84.255863,174,7.208503
75.28292,258,7.45584
82.94047,190,7.667327
80.866521,208,7.941991
89.401607,113,8.074113
89.822536,108,8.185052
92.325367,79,8.273081
89.484958,114,8.393446
91.387515,92,8.650951
72.956888,322,8.998123
92.288045,79,9.084967
84.871772,170,9.254721
90.043037,123,9.374856
90.83787,97,9.48436
92.895753,88,9.560006
85.948805,161,9.725334
91.574899,89,9.808837
85.260765,164,9.961969
91.630909,86,10.053596
88.553223,131,10.196502
91.026757,119,10.325413
90.178874,128,10.437232
65.759343,390,10.843128
90.2,98,10.945424
71.922955,340,11.467598
85.074726,172,11.658195
90.534321,112,11.772912
92.522277,90,11.867394
91.364104,89,11.95909
87.890817,152,12.101314
86.719221,171,12.268539
92.643209,78,12.394607
90.441865,98,12.508462
90.615332,102,12.621656
90.108369,114,12.740451
90.744701,94,12.83766
89.858102,113,12.94122
91.428199,93,13.065977
90.29016,102,13.187721
76.015945,275,13.55635
85.710102,160,13.772737
91.054583,91,13.889754
90.278799,101,14.004285
91.389073,87,14.089812
88.351092,131,14.372447
93.227637,82,14.466478
93.016912,72,14.544053
87.53093,175,14.737606
85.884087,155,14.897451
91.492787,87,14.986981
92.938022,76,15.0655
93.150353,76,15.151505
92.061573,81,15.234468
92.336855,81,15.322552
76.274589,249,15.570713
91.672799,86,15.664873
86.113951,162,15.869401
87.431287,149,16.064501
91.617736,87,16.153508
92.854291,74,16.232738
93.425003,83,16.320586
91.853805,87,16.416841
90.933271,92,16.512358
91.056561,91,16.615686
89.835379,102,16.72266
91.781867,87,16.817504
93.441002,66,16.901407
92.289185,81,17.003098
86.687112,152,17.336423
92.274773,83,17.422829
90.583129,96,17.52294
89.72607,106,17.63219
88.63782,128,17.784352
88.745064,119,17.913049
91.719363,84,18.016384
93.564891,67,18.084609
91.683876,86,18.168287
92.874434,74,18.246823
90.7,93,18.356085
91.461655,89,18.446621
91.443963,88,18.550936
93.183505,79,18.624538
84.550082,171,18.813611
91.299828,88,18.908031
91.58027,86,18.998844
91.9,81,19.092986
91.044569,91,19.198974
84.015123,168,19.367397
90.872266,93,19.462578
91.977799,84,19.546377
90.999915,96,19.62993
91.781345,85,19.73302
91.257989,89,19.827158
92.09241,81,20.060827
90.990974,93,20.162101
91.525815,88,20.250206
91.551142,88,20.364839
93.849522,73,20.433533
90.7,93,20.533649
93.039727,81,20.633451
90.850305,95,20.733463
93.654457,78,20.842011
91.641198,85,20.961663
92.171145,89,21.075447
91.46167,88,21.211318
92.074792,88,21.316631
84.960932,157,21.513685
91.924923,83,21.61198
92.496114,82,21.717021
82.823151,184,21.915339
93.391836,77,21.99682
83.934458,167,22.180311
91.255966,101,22.315477
91.488262,87,22.428019
87.335737,158,22.61528
91.955229,89,22.714783
90.461927,99,22.830236
92.074315,85,22.914689
93.291327,71,22.995657
90.571716,99,23.242594
88.980852,143,23.4108
90.415098,103,23.526891
84.326961,182,23.734227
91.233142,88,23.810146
90.555951,96,23.9245
91.045961,91,24.009079
91.506866,88,24.11724
82.897099,177,24.30261
90.513395,96,24.423625
91.614893,87,24.515245
86.33829,159,24.701093
90.770937,93,24.832871
80.95863,193,25.031412
90.244586,99,25.14926
92.170401,85,25.239293
93.416512,72,25.312375
90.795197,94,25.426003
81.154051,197,25.629761
91.087898,91,25.736002
81.618664,191,26.11243
77.539625,241,26.361784
93.267436,74,26.44229
82.880065,174,26.622817
90.609475,95,26.710993
92.212045,87,26.80717
85.479665,150,26.984885
90.099941,100,27.089681
85.786658,151,27.238439
91.022851,91,27.342203
83.093076,185,27.537216
90.643764,95,27.631773
75.040624,270,27.909938
90.258997,100,28.021678
82.265748,182,28.226463
74.612174,262,28.492685
89.329559,119,28.643315
90.951546,92,28.742314
