#{"t_start": 1712518722.895871, "env_id": "MountainCarContinuous-v0"}
r,l,t
93.084147,93,0.736821
84.034922,205,0.982288
90.144281,115,1.103379
77.04164,264,1.478201
82.573974,221,1.703989
83.311115,198,1.971704
81.995343,216,2.198548
92.406372,92,2.303149
87.339004,136,2.444851
84.157979,169,2.598348
83.978668,178,2.780786
85.045583,176,2.9822
92.271556,86,3.070078
90.31025,148,3.233311
79.812241,262,3.844214
90.440393,106,4.027889
87.880643,138,4.19657
92.338217,84,4.285276
66.558111,433,4.767795
92.050994,98,4.887912
92.303079,86,4.964883
88.104358,121,5.099313
94.310062,71,5.164367
81.72868,223,5.449057
82.168691,210,5.703581
91.666862,93,5.842435
86.177052,155,6.0826
92.809532,86,6.163346
82.153736,211,6.441833
92.540204,82,6.544308
90.216477,108,6.644411
82.679477,197,7.115613
88.280982,170,7.298724
90.086094,100,7.408626
93.075574,75,7.588943
93.885485,68,7.666432
92.264873,78,7.747728
90.793361,93,7.848233
89.961581,119,7.979904
93.194341,79,8.097484
92.05522,100,8.198259
88.051105,152,8.344817
81.55696,212,8.691066
87.461016,148,8.863584
92.134362,82,8.961219
75.01774,279,9.232469
90.916472,94,9.344439
92.080305,82,9.422573
91.545247,88,9.560694
93.61949,83,9.727609
93.794301,67,9.806547
93.606742,82,9.908846
92.073099,83,9.978285
88.67645,126,10.283674
91.8973,93,10.390049
91.46781,100,10.512362
83.110056,202,10.758326
85.267995,152,10.986022
87.172598,154,11.194469
89.0,110,11.311271
85.885104,158,11.562568
86.203757,153,11.860478
91.5,85,12.036266
90.603157,97,12.152057
93.41134,67,12.210488
90.201893,105,12.326336
91.281699,105,12.506939
89.470254,110,12.681334
87.236782,154,12.838826
79.725021,220,13.079436
87.19473,138,13.233099
87.340063,148,13.387415
90.527775,102,13.503687
92.336951,80,13.756753
85.069983,164,13.940818
86.5201,160,14.171104
91.805903,84,14.275831
89.329823,112,14.37497
90.278281,105,14.491526
93.3,67,14.558001
90.372186,101,14.674638
92.390859,81,14.741305
91.027085,94,14.841392
91.623878,87,14.938787
90.538654,100,15.058397
86.203239,153,15.216733
93.934086,75,15.30086
81.897331,198,15.523422
72.387151,326,15.922801
93.619745,71,15.985797
92.069424,84,16.093024
83.593771,184,16.270165
92.60926,76,16.341302
86.051117,147,16.675144
87.046162,148,16.890215
82.726056,180,17.05596
91.893331,96,17.200628
88.189438,124,17.342906
85.144069,156,17.505412
90.678433,110,17.627308
92.311627,78,17.743621
92.103586,81,17.85509
92.435025,84,17.954872
92.970448,74,18.055135
87.924334,130,18.205636
87.128842,160,18.43004
87.727534,129,18.61497
91.93931,83,18.721076
92.585556,81,18.807472
92.095753,84,18.904518
91.988223,93,18.998662
91.696207,84,19.103256
92.27642,86,19.253728
89.5,105,19.367063
86.933056,135,19.519698
91.972867,83,19.645092
91.946422,89,19.736813
92.2,78,19.946449
91.58917,88,20.030088
91.843529,83,20.119035
91.48036,88,20.228975
92.137294,80,20.302315
93.776163,67,20.365119
91.617043,86,20.446658
92.207005,87,20.564823
92.447287,97,20.679893
91.771771,83,20.766109
92.060247,82,20.852327
90.296841,101,21.017368
86.686574,144,21.151867
85.478486,160,21.385325
91.913282,105,21.502133
92.306963,109,21.616878
88.086621,125,21.734147
91.577739,91,21.813634
92.201189,81,21.901997
91.902086,85,21.996168
85.249587,154,22.180279
92.543695,80,22.267481
92.15575,81,22.364667
91.255167,114,22.492732
91.445097,88,22.627582
89.562752,131,22.963717
92.315846,87,23.101388
89.536657,116,23.217853
91.310153,89,23.316701
82.065416,204,23.550894
91.935365,85,23.651012
89.846366,104,23.767376
92.023296,84,23.863026
92.480535,81,23.963913
91.539442,86,24.080833
91.984537,81,24.178723
92.422514,77,24.269865
86.638662,152,24.429197
92.091545,82,24.498998
91.634175,85,24.593652
92.523641,84,24.665462
91.171901,90,24.763026
91.952148,84,24.865798
91.824069,83,24.930125
91.742949,84,25.024523
93.845448,77,25.114326
87.761252,169,25.375771
91.823539,101,25.502507
85.12167,176,25.708549
91.309394,90,25.999196
91.427821,87,26.097807
91.374874,90,26.182091
93.142503,79,26.281864
91.773924,85,26.354665
91.747355,85,26.463324
91.342025,88,26.576788
93.129378,89,26.681813
91.605408,88,26.781881
93.192961,74,26.882435
91.429181,87,26.979776
91.085436,90,27.098043
91.895756,91,27.198592
91.974318,83,27.292427
82.613104,190,27.595614
90.338976,118,27.720158
91.308795,88,27.81455
92.679294,98,27.919419
85.422855,169,28.08142
90.937587,92,28.184534
94.046215,73,28.255834
91.023928,91,28.342617
91.638704,85,28.436809
66.255263,377,29.056541
92.139581,82,29.163531
90.856588,93,29.294592
88.198737,130,29.487501
86.331374,147,29.625134
91.415243,89,29.710489
91.635985,87,29.811735
91.288685,101,29.927707
91.649617,87,30.010889
91.334071,88,30.126918
90.824673,104,30.244251
90.884977,92,30.343431
90.118426,101,30.447488
91.306685,88,30.541731
91.252574,89,30.620467
91.607605,86,30.72655
91.321951,88,30.842879
90.812313,105,30.950873
93.699579,98,31.06112
91.793065,86,31.144122
90.943812,93,31.26101
91.760605,83,31.374546
85.391494,165,31.533735
91.34955,87,31.627888
91.411105,95,31.722035
89.496269,107,31.826855
91.487659,89,32.159467
90.787719,93,32.244102
91.7,83,32.338255
92.766275,95,32.448026
91.370834,88,32.52655
85.896471,155,32.683848
51.582489,523,33.273704
91.214099,90,33.368207
93.26541,73,33.430926
78.279983,235,33.681841
92.818505,78,33.807213
91.404677,87,33.88659
83.482522,172,34.169425
91.94595,84,34.263069
91.252991,89,34.3734
91.570869,86,34.467588
91.147733,90,34.577399
91.154518,91,34.67159
85.285492,163,34.906821
91.33704,101,35.22289
91.238538,89,35.318944
84.67007,165,35.586648
93.222006,72,35.665777
91.054116,91,35.765928
91.449112,87,35.868991
92.219855,82,35.95507
91.509514,86,36.047867
91.425961,87,36.154714
91.891938,83,36.249074
91.953082,83,36.344748
91.988189,83,36.454574
91.686799,85,36.596467
92.265769,79,36.690617
91.465982,87,36.816496
92.311512,79,36.879383
91.257045,89,37.070962
91.5303,86,37.147034
86.048087,151,37.351888
91.827795,84,37.415251
84.768824,171,37.604264
91.788461,84,37.731178
91.343636,88,37.858216
91.441457,87,37.951416
91.715961,84,38.046043
91.692841,84,38.156152
93.488906,75,38.234786
92.098711,80,38.57104
92.693919,77,38.652662
90.975579,99,38.761424
84.842048,168,38.962335
91.548455,87,39.061196
91.640275,86,39.176313
90.71178,106,39.304147
91.834112,88,39.391836
91.470245,95,39.501895
91.918343,83,39.59635
91.165371,89,39.706132
90.255339,98,39.815927
82.997925,186,40.00462
91.647254,87,40.083483
91.401573,87,40.21716
91.390327,87,40.317765
91.524913,88,40.434295
92.500257,80,40.517876
92.288231,88,40.616761
92.300094,81,40.70053
91.241966,90,40.794691
91.193998,89,40.904671
91.854566,85,41.001689
90.839528,99,41.115966
91.110546,90,41.220237
91.112773,89,41.311868
90.401904,112,41.616481
91.474229,86,41.737415
90.752068,97,41.836918
91.632282,88,41.935731
91.396936,87,42.019119
91.617736,87,42.101405
93.737433,73,42.187905
93.990118,69,42.285055
91.31048,88,42.383983
91.348859,88,42.479056
91.622399,85,42.568158
90.480319,98,42.674255
85.09635,160,42.840422
91.555108,90,42.934937
91.460231,87,43.01453
91.425015,87,43.127239
90.854544,105,43.254447
91.633861,85,43.351963
92.265634,97,43.494361
91.362686,88,43.575991
91.099091,91,43.662313
90.326962,97,43.782263
91.4,86,43.883837
91.192266,89,43.996985
91.398734,87,44.095436
91.488019,86,44.199278
91.484129,86,44.307978
91.476657,87,44.606372
90.1,99,44.723147
91.340038,88,44.82553
91.283621,89,44.911736
90.898288,92,45.017364
91.565203,87,45.126672
92.022494,83,45.230477
91.542948,86,45.329982
91.570627,86,45.43052
91.487022,86,45.530474
91.575808,85,45.618816
91.345154,89,45.710881
90.388474,110,45.836354
84.94485,155,46.021021
91.695234,84,46.139667
