#{"t_start": 1712518722.895871, "env_id": "MountainCarContinuous-v0"}
r,l,t
81.688714,230,0.907936
81.464801,216,1.135019
79.979987,288,1.53508
85.870301,153,1.695965
72.945408,345,2.121504
90.841205,100,2.221183
90.528022,116,2.334983
91.321253,128,2.473825
88.189367,135,2.598348
73.610149,320,2.951449
73.796725,327,3.303125
88.332592,139,3.446889
87.254095,133,3.964993
78.9739,271,4.301048
87.498022,145,4.467923
90.5784,113,4.600715
92.520668,102,4.701777
91.830061,98,4.819046
89.107997,126,4.949276
90.384354,113,5.064434
91.698963,85,5.148735
82.427584,198,5.393722
92.0726,97,5.531175
94.367605,97,5.640947
94.226568,67,5.716588
85.695081,164,5.978961
93.603146,71,6.0826
91.3,87,6.163346
92.903325,74,6.258281
92.573183,95,6.363299
88.959742,149,6.565875
79.40315,248,7.093477
92.526392,82,7.178345
92.356153,79,7.257632
91.281254,107,7.361755
87.237625,130,7.626606
87.153435,172,7.798363
68.845976,377,8.21376
92.459026,114,8.344817
86.903676,157,8.546369
83.744061,185,8.838591
93.018984,74,8.92956
80.750822,218,9.132234
92.424396,79,9.222961
90.591062,107,9.344439
88.984255,134,9.494393
91.559874,85,9.679304
85.15373,164,9.886853
83.978295,185,10.08364
90.705633,103,10.358771
92.154842,86,10.437532
87.180281,155,10.668401
78.947783,231,10.958962
89.944691,110,11.094677
91.743801,122,11.26144
74.594733,291,11.774067
90.813729,105,11.941485
91.642404,102,12.106705
92.210942,85,12.198467
91.681822,85,12.290712
89.603626,144,12.496948
85.395062,166,12.742146
85.573934,149,12.888017
91.798698,85,12.973019
93.029279,78,13.061304
92.256797,82,13.156418
83.128046,197,13.371783
93.325603,74,13.457446
93.288921,72,13.690273
93.393985,71,13.772387
77.478792,242,14.038191
91.61802,89,14.217975
92.182225,89,14.302577
91.229256,108,14.391449
92.708082,77,14.491526
80.256177,234,14.724552
90.691419,102,14.824956
91.78313,85,14.92528
85.056006,173,15.106972
89.151077,123,15.252924
90.919895,104,15.355347
90.84953,95,15.481594
84.679585,160,15.649207
90.413225,108,15.832134
91.831315,83,15.907167
92.160595,80,15.985797
87.999592,138,16.138314
93.784911,67,16.201219
92.593354,90,16.290416
92.898472,75,16.368942
85.140688,167,16.753819
92.519239,77,16.854679
91.871998,85,16.942498
91.79184,86,17.016013
86.413215,152,17.216254
92.153178,79,17.304991
91.014622,91,17.415139
91.959174,97,17.505412
91.135017,89,17.61764
91.8,82,17.705149
92.602805,78,17.821724
92.189345,80,17.920571
86.959056,143,18.104808
92.130883,80,18.189695
92.475238,85,18.305119
92.4,76,18.43004
88.18661,143,18.630595
88.124267,134,18.784041
82.938617,177,18.967415
84.361128,167,19.228904
93.559472,82,19.319781
91.422377,88,19.413944
91.415348,100,19.519698
92.943292,74,19.629463
92.32411,78,19.720339
92.529213,78,19.935939
91.934927,83,20.014464
92.61089,78,20.103408
91.552351,86,20.198237
92.07513,82,20.285579
93.891111,83,20.34949
87.612067,133,20.51755
92.211717,88,20.611803
91.743293,85,20.702798
91.58838,85,20.797471
92.133579,82,20.9184
92.39679,77,21.025034
87.375017,155,21.168541
91.4,86,21.268654
90.546561,104,21.45226
