#{"t_start": 1711190465.6972117, "env_id": "Humanoid-v4"}
r,l,t
86.923067,18,1.977489
154.842873,32,2.095351
81.346018,17,2.15502
93.449118,19,2.232728
111.711415,24,2.320076
142.200074,31,2.444377
90.776331,19,2.51648
76.442001,16,2.575808
125.834015,25,2.670267
86.576817,18,2.736665
127.728544,26,2.85248
88.474789,18,2.904939
88.03809,18,2.949804
87.283473,18,3.001817
121.884779,24,3.079367
174.717833,37,3.17071
81.64531,17,3.211899
96.365198,20,3.260858
114.694202,24,3.317649
97.584247,20,3.365851
87.567301,18,3.4096
76.435593,16,3.447853
81.177626,17,3.491997
92.539798,19,3.537969
118.931237,26,3.598079
81.108477,17,3.6472
115.396792,23,3.701541
118.44177,25,3.75909
134.441259,27,3.825551
105.490765,22,3.881512
102.819987,21,3.938889
118.526153,24,3.998317
99.916642,20,4.045021
102.631779,21,4.101341
81.410119,17,4.142529
93.245497,19,4.187397
168.269839,33,4.264338
129.140448,27,4.330072
212.718438,46,4.441951
81.269436,17,4.482978
76.656651,16,4.520082
92.037406,19,4.568655
93.751716,19,4.613261
94.299189,19,4.65699
117.380021,24,4.712501
93.800279,19,4.757608
103.782412,21,5.681964
81.463203,17,5.721317
230.688719,45,5.832377
86.036679,18,5.874799
140.647299,28,5.940111
249.535742,50,6.067271
81.882008,17,6.105667
76.644987,16,6.142127
108.986813,22,6.195349
88.519581,19,6.240842
85.230622,18,6.28213
122.220407,24,6.337518
155.574374,30,6.410441
87.00621,18,6.453044
92.920179,19,6.496075
91.700285,19,6.540175
99.723823,20,6.587186
91.909731,19,6.629216
145.031654,31,6.701365
84.812579,18,6.743699
114.445946,23,6.798882
119.004208,25,6.861963
81.204838,17,6.901177
81.437134,17,6.939732
101.206706,20,6.995884
81.465023,17,7.038282
107.985913,22,7.089779
92.72008,19,7.133029
118.318014,24,7.186695
205.18984,42,7.286731
86.799972,18,7.329048
99.295715,21,7.377899
136.049232,27,7.441365
129.121043,27,7.504676
88.61082,19,7.547356
76.88456,16,7.583356
198.603752,39,7.674232
90.984555,19,7.718709
182.640885,35,7.800356
105.53629,21,7.851557
91.28702,19,7.894797
92.177834,19,7.943812
102.359881,21,7.993902
81.85601,17,8.045203
81.015072,17,8.084343
163.849218,31,8.996104
106.756734,22,9.056672
133.651465,27,9.1286
138.409694,29,9.195754
120.187538,27,9.270939
81.17876,17,9.309553
97.38269,20,9.357213
118.951003,26,9.419403
87.222608,18,9.463987
185.939758,41,9.566411
118.319106,24,9.624424
182.130145,37,9.712292
132.967318,27,9.777205
76.557594,16,9.816369
76.601901,16,9.852967
157.752149,32,9.9295
115.740984,25,9.989656
81.085215,17,10.028024
76.462317,16,10.066684
99.410733,20,10.121508
81.338025,17,10.160578
112.223473,22,10.212296
107.492585,22,10.264004
96.994999,20,10.311924
130.996633,27,10.378307
137.675691,27,10.441241
105.350029,22,10.49258
