#{"t_start": 1720382416.3406622, "env_id": "MountainCarContinuous-v0"}
r,l,t
87.314693,150,1.008208
67.75981,385,1.428631
83.37264,176,1.612844
71.268666,372,2.039002
88.710579,128,2.181786
90.521447,103,2.297912
91.099695,127,2.429056
87.149789,165,2.58177
90.166785,119,2.719795
90.370647,116,2.861548
81.15255,212,3.142781
85.956744,164,3.305967
88.643454,127,3.41114
47.479629,610,4.370653
92.758396,92,4.463056
89.583329,114,4.59767
79.545701,317,4.928263
89.460364,115,5.041324
91.306431,104,5.147767
86.826274,194,5.401538
80.950846,229,5.657286
91.858404,112,5.825985
92.828095,88,5.927268
94.057263,81,5.994567
94.595396,70,6.077401
87.70206,139,6.225672
92.630483,89,6.296221
89.087402,112,6.457243
79.935687,228,6.94626
93.576998,69,7.023496
91.372195,89,7.095474
89.032055,117,7.295542
91.965087,83,7.393057
87.735574,145,7.608335
93.957127,81,7.694812
83.983211,199,7.928015
91.057915,91,8.027709
91.016464,94,8.112564
93.485729,107,8.225412
87.120639,137,8.392207
89.815877,139,8.560284
91.249575,95,8.65461
90.917657,93,8.76032
81.830696,236,8.991384
91.057551,91,9.086055
85.053412,159,9.32977
90.486921,99,9.422604
91.336596,115,9.558903
87.410809,153,9.743691
91.842066,85,10.02173
84.589931,162,10.31961
84.470594,202,10.589372
93.404408,81,10.683673
72.63187,319,11.058197
91.62879,85,11.158301
86.954141,149,11.308058
86.314713,151,11.457646
91.389538,90,11.540941
74.671868,273,11.852844
93.4,66,11.922512
89.335527,108,12.032913
87.93879,130,12.156797
93.067211,83,12.23528
90.750552,126,12.355612
90.27748,114,12.496123
90.342373,99,12.587817
83.676989,171,12.819251
91.255117,89,13.106565
88.552931,119,13.24
87.124882,134,13.370713
90.304398,118,13.502195
90.976877,100,13.589039
89.780722,127,13.714563
92.62922,87,13.78898
85.546748,167,13.955181
92.952289,82,14.03371
92.485005,98,14.188977
91.245501,92,14.306141
90.293289,132,14.439262
91.234918,94,14.589223
90.495947,102,14.739281
93.191892,78,14.84388
89.524662,116,14.970087
81.529164,186,15.15413
88.45552,118,15.281044
89.474253,109,15.393648
87.81281,153,15.534794
92.934326,78,15.601034
92.185444,80,15.687386
90.576155,111,15.862846
85.305884,152,16.23178
87.915021,126,16.36751
91.266319,90,16.461728
91.433772,86,16.569826
92.157114,89,16.653115
85.953373,147,16.802682
89.873962,110,16.902924
86.847304,170,17.08595
92.081945,81,17.167911
85.602572,162,17.350902
90.824307,116,17.476338
90.798437,94,17.566396
88.398508,121,17.693297
88.346828,136,17.8303
90.525694,100,17.934782
85.408963,196,18.135705
92.161078,81,18.214356
91.47439,91,18.334319
89.861974,108,18.477252
90.72026,95,18.566549
92.067959,84,18.719018
90.860687,96,18.95131
91.282447,88,19.097751
88.708594,117,19.212575
93.284386,85,19.317513
83.806255,166,19.460371
91.616722,84,19.550185
85.70706,162,19.698598
90.705851,95,19.796937
87.159641,152,19.949906
88.577371,117,20.083719
91.103253,91,20.166604
86.288298,161,20.333188
90.887485,97,20.449298
93.371941,85,20.582371
92.440035,84,20.659951
92.111289,83,20.733119
92.443485,95,20.811625
90.23092,120,20.955951
93.636405,69,21.029688
92.066975,83,21.098953
92.807487,74,21.165953
89.068472,114,21.275508
91.914137,84,21.364781
91.416648,88,21.47494
90.359054,116,21.798771
92.153467,85,21.948601
83.578282,184,22.147951
80.720911,197,22.347873
90.583718,121,22.481787
93.284462,74,22.564803
91.934975,87,22.663104
92.466942,90,22.748009
89.755144,106,22.858064
92.078086,81,22.93875
91.657495,109,23.05799
91.74542,96,23.151244
85.093438,161,23.326235
89.394119,109,23.425978
92.884785,77,23.504307
92.002388,81,23.577608
91.524397,87,23.656124
85.835627,157,23.808678
84.442447,170,23.978187
93.11526,75,24.056704
91.514191,94,24.161197
91.194997,93,24.296149
90.945837,92,24.402439
90.987777,92,24.624845
92.427815,80,24.726064
91.412345,90,24.825202
91.342582,88,24.91285
93.287104,72,24.977347
92.302507,87,25.071794
92.041069,104,25.161257
90.69102,103,25.25601
91.2,88,25.361722
91.74559,84,25.444864
90.893121,97,25.544735
91.632858,86,25.644882
80.196677,210,25.861248
88.349174,122,25.990109
73.216809,320,26.29981
91.5686,87,26.437848
91.891646,83,26.53432
92.708876,85,26.610044
91.1,89,26.71114
90.05757,101,26.80722
83.083118,193,27.069044
81.812216,186,27.422271
91.687682,87,27.574925
91.82911,85,27.676168
92.93946,76,27.742968
84.897832,165,27.961297
91.100534,89,28.059151
93.194274,75,28.143004
93.254925,76,28.225317
92.535008,80,28.310572
84.984566,157,28.43682
93.196642,78,28.557201
82.63691,192,28.776051
90.420412,99,28.857177
91.910141,82,28.942251
89.992904,112,29.068026
91.209377,90,29.204333
87.345899,143,29.409224
91.078609,91,29.51401
91.657615,89,29.652165
91.557577,88,29.741264
92.604004,91,29.829632
90.442598,104,29.956791
91.930872,85,30.019965
91.030786,91,30.12688
91.515755,86,30.210895
91.156692,90,30.450227
90.281958,100,30.587749
86.88004,134,30.724277
85.732437,148,30.919733
91.844311,91,31.025712
82.889782,192,31.222861
90.052048,101,31.33938
90.754883,94,31.423259
90.783234,107,31.586843
83.217811,172,31.78603
90.596235,97,31.890604
82.196567,191,32.139349
87.634332,132,32.266581
86.682501,143,32.480188
91.424462,87,32.570222
91.044372,91,32.664379
92.861604,76,32.78438
91.589257,86,32.87991
83.267989,182,33.06314
92.014295,81,33.138342
91.741258,93,33.266365
84.197599,169,33.632425
90.382865,98,33.770224
90.665159,103,33.864452
91.251861,89,33.968221
91.499265,87,34.046741
91.38215,87,34.153097
91.1,89,34.263093
90.498386,97,34.403217
93.375374,72,34.470849
92.65992,85,34.55295
86.337608,150,34.703064
92.163592,82,34.801748
90.68729,94,34.901923
91.398352,89,34.98322
89.471069,115,35.106344
92.436021,83,35.168256
91.962832,85,35.262672
87.724947,135,35.394751
91.141472,92,35.508145
93.178463,82,35.582851
91.051628,91,35.677879
93.070693,77,35.76669
92.674968,81,35.845487
80.746312,208,36.046146
91.223774,89,36.135914
92.849708,73,36.38409
78.869636,243,36.668556
90.792372,93,36.767664
84.422063,161,36.934179
91.264169,89,37.022376
84.407535,161,37.181789
89.647517,109,37.283922
90.612224,95,37.381639
85.603781,169,37.566481
91.641387,103,37.685477
86.327087,155,37.858955
91.263906,89,37.949983
91.757352,87,38.075505
91.628051,92,38.180945
92.136396,90,38.334171
91.575373,87,38.412338
90.855833,93,38.499716
90.69321,94,38.596232
90.509523,96,38.707997
90.914531,91,38.809353
91.298696,88,38.880672
90.494973,96,38.980294
90.721914,94,39.058809
91.037559,91,39.314351
90.642883,95,39.396327
91.096591,91,39.474867
91.011884,92,39.579942
90.95826,92,39.674165
90.646012,110,39.780099
91.254577,89,39.87053
85.18334,168,40.048118
88.571771,134,40.198006
90.773325,93,40.314162
90.873861,109,40.430689
88.901219,112,40.544974
91.637642,85,40.627239
91.049977,92,40.735808
90.523698,98,40.827615
90.902108,92,40.96334
91.044446,92,41.075345
91.111017,90,41.161931
93.482772,87,41.296982
91.379878,89,41.394441
88.208222,146,41.546981
93.620799,78,41.628739
84.191636,177,41.809851
91.209759,93,41.961387
91.654428,85,42.259206
90.979547,92,42.362994
91.412792,92,42.441503
90.696047,94,42.546176
91.231703,88,42.640327
91.329767,88,42.745856
90.399809,100,42.855676
91.178874,92,42.946188
85.846603,150,43.097646
91.297545,88,43.213404
88.697335,115,43.344973
91.470045,88,43.444823
90.353556,99,43.578413
91.08713,91,43.69726
92.429673,84,43.79933
92.092011,83,43.879006
90.80554,93,43.979053
79.690796,224,44.246758
91.299908,88,44.34966
84.427954,158,44.525544
91.452597,87,44.619457
91.230557,89,44.693681
91.112551,89,44.790117
91.012394,102,44.893747
90.416558,97,45.181946
91.297071,88,45.298189
92.194335,79,45.37501
92.473588,85,45.465027
91.858369,94,45.560465
91.592031,85,45.642633
91.201255,89,45.733053
90.885399,94,45.811305
91.762499,85,45.926583
91.123712,90,46.010435
90.881889,92,46.125234
91.397754,87,46.210818
91.315432,88,46.293792
85.797553,147,46.464104
91.629364,85,46.555237
91.3946,87,46.638987
92.179307,85,46.725828
92.108598,81,46.819688
91.837025,87,46.920459
91.407686,87,46.992788
89.107511,111,47.146914
91.286668,88,47.251466
88.146864,137,47.394789
91.453482,86,47.47548
91.386353,88,47.573027
91.305705,88,47.674848
86.155011,150,47.820442
91.101853,103,48.124335
90.934483,92,48.219808
90.582819,95,48.381723
92.924725,74,48.469055
91.578839,85,48.565634
94.098969,74,48.653166
91.531379,86,48.769199
91.708728,84,48.860209
91.385295,87,48.957742
91.299907,88,49.064997
91.399533,87,49.162873
91.391281,90,49.275499
91.450988,87,49.372591
90.834238,93,49.509915
90.899222,92,49.602106
90.813863,93,49.712536
91.056369,91,49.800166
91.497637,86,49.908134
91.190056,89,50.001611
91.48218,86,50.105352
91.593752,85,50.2003
91.386833,87,50.36935
90.951591,99,50.488858
90.676886,95,50.570789
90.82195,93,50.664863
91.493893,86,50.75399
91.179635,89,50.838124
90.782186,94,50.958912
91.48521,90,51.263655
90.890813,92,51.416235
91.520058,86,51.538116
91.293051,88,51.637523
91.11455,90,51.739744
91.497531,86,51.836756
91.342354,87,51.929279
91.321375,88,52.022435
90.409295,98,52.139409
90.693374,94,52.239539
91.49596,86,52.325682
92.396296,78,52.419899
91.6,84,52.519916
91.29086,88,52.608551
85.374577,151,52.799298
92.219666,80,52.886142
91.841404,85,52.983559
91.450318,87,53.103668
91.720618,85,53.187508
91.089229,91,53.26917
91.619808,85,53.352209
91.699958,84,53.440768
90.846639,97,53.537436
92.059701,85,53.62662
91.860795,93,53.726777
91.928091,84,53.83034
91.04363,106,53.924697
91.428293,87,54.224022
92.4,76,54.31581
91.651548,85,54.417808
83.972856,176,54.602618
91.416136,87,54.701383
89.04813,119,54.818052
92.288948,81,54.909549
90.084025,115,55.033898
87.358093,141,55.198315
91.431605,87,55.286408
92.479442,93,55.437824
91.397238,87,55.547095
91.343708,87,55.660879
91.324468,89,55.749678
90.000147,100,55.875327
91.304245,88,55.966337
90.834492,94,56.060575
91.196057,89,56.182551
92.174877,86,56.282871
90.803679,92,56.376337
91.766209,84,56.481253
91.466353,86,56.574687
93.696899,78,56.672264
91.548944,86,56.765157
91.799706,83,56.84549
91.62288,85,56.928146
85.408909,151,57.272455
92.209853,79,57.375635
91.569885,85,57.463939
91.579186,85,57.557645
91.518246,86,57.66251
91.679885,84,57.752493
91.699797,84,57.854842
91.379994,90,57.956399
91.487243,87,58.050118
91.502353,86,58.133053
91.644296,85,58.212054
91.184047,97,58.329233
91.326328,88,58.429519
91.176749,89,58.533255
90.089324,104,58.646848
91.625756,85,58.749761
90.902375,92,58.860633
91.366851,87,58.970475
91.691241,84,59.095976
88.598653,115,59.247015
84.138936,175,59.44735
91.510772,90,59.552777
91.039112,94,59.647164
91.043321,91,59.804041
91.738713,84,59.93024
91.198952,89,60.02411
90.989149,91,60.118237
