#{"t_start": 1712518775.0059845, "env_id": "MountainCarContinuous-v0"}
r,l,t
61.74573,534,1.289595
90.200412,122,1.426489
86.134037,169,1.625885
78.363214,300,1.994052
92.709144,78,2.088196
88.140499,155,2.241219
87.56348,167,2.441416
91.007779,93,2.567561
84.206183,212,2.846875
93.965302,77,2.961215
75.441462,294,3.318795
79.476018,268,3.639861
93.81911,110,4.026571
94.502533,81,4.120475
93.102129,99,4.224722
77.239555,314,4.577028
84.600832,176,4.772107
88.0486,146,4.923345
86.212121,155,5.108208
86.465266,171,5.308913
87.896052,125,5.442194
92.945235,74,5.525454
92.806313,107,5.673833
89.420464,111,5.823825
88.484331,146,5.990928
93.473871,82,6.085098
86.990175,151,6.273886
88.977234,147,6.453968
90.772358,109,6.590266
92.713382,93,6.715685
92.248867,84,6.837494
80.484625,206,7.287151
88.469508,125,7.455825
77.554032,241,7.740026
86.98185,180,7.934291
83.262709,189,8.131108
68.207347,414,8.651939
93.104853,86,8.755903
93.668158,79,8.83615
89.914395,104,8.959173
76.136757,270,9.25129
92.501285,84,9.350768
93.344778,83,9.435977
93.677668,65,9.521772
91.879706,96,9.635355
82.519051,192,9.835143
92.303271,83,9.929293
91.113643,119,10.251056
93.500021,74,10.350526
87.386253,155,10.557042
93.576195,87,10.670636
92.168234,87,10.778041
92.026826,83,10.869395
93.62712,84,10.970413
90.467229,101,11.085901
88.131558,126,11.264679
90.172924,130,11.405396
91.346966,88,11.53097
79.558352,225,11.802142
93.32626,67,11.880686
83.207055,188,12.095079
92.446538,86,12.19169
85.969947,163,12.38329
91.687873,85,12.479675
91.668912,85,12.594297
91.71722,86,12.679951
88.865516,125,12.855248
91.520236,90,12.971213
92.941136,88,13.063947
86.383276,140,13.401395
86.510393,152,13.567754
91.689948,85,13.662893
88.413701,123,13.795124
87.520425,135,13.95371
88.088432,124,14.116215
83.404829,190,14.36746
85.8142,164,14.553005
91.6,84,14.646155
83.578809,200,14.847011
85.550721,147,15.019278
80.949744,196,15.246538
91.429602,90,15.348611
90.330731,98,15.484104
92.926411,81,15.577723
82.322706,218,15.907626
92.91231,74,16.030249
86.72307,140,16.281086
94.253829,68,16.343509
75.25036,271,16.795924
91.681127,88,16.890073
91.712703,101,17.012539
93.463328,67,17.091112
91.327748,95,17.185183
92.012734,82,17.275902
91.137944,90,17.380021
90.3,97,17.480417
92.012124,81,17.546486
92.976883,79,17.632011
92.347171,85,17.746647
85.322131,189,17.945995
91.133428,90,18.059643
87.840352,128,18.195347
89.717464,106,18.320749
91.89903,84,18.416475
91.649997,86,18.527942
89.377549,157,18.691788
92.61604,89,18.797843
94.041112,66,18.869278
93.191471,86,18.964314
82.872242,206,19.183309
83.478751,176,19.360281
83.676983,176,19.739558
92.907938,84,19.811277
83.518903,191,20.048005
92.627623,77,20.12607
81.803666,205,20.345765
91.152004,90,20.441571
91.220108,90,20.546075
89.89423,103,20.645276
91.427874,88,20.739061
93.048556,79,20.812445
90.381677,113,20.946016
91.995336,85,21.065631
91.763926,84,21.15538
91.63947,97,21.265911
90.9,91,21.360999
90.694447,102,21.461763
91.96719,81,21.556211
88.556325,137,21.729469
86.504163,142,21.867242
90.01587,104,22.024667
91.082004,104,22.135192
91.540583,91,22.229368
90.388743,97,22.35489
90.898458,93,22.655816
91.051274,106,22.771437
92.904199,84,22.872436
86.882139,147,23.03941
93.891742,72,23.102436
91.291562,90,23.228009
84.208309,163,23.400924
92.6,74,23.496161
90.778305,98,23.606259
90.341782,98,23.716065
90.751288,94,23.842731
92.707794,84,23.926309
82.599733,184,24.158146
87.927108,126,24.31665
91.075619,91,24.395849
91.148153,90,24.495699
92.335808,85,24.58418
89.201023,112,24.710477
91.415438,111,24.898648
91.610126,93,25.120397
89.27174,109,25.230516
90.3345,112,25.356947
90.17359,103,25.482667
91.042741,90,25.561709
90.541704,96,25.859894
90.975505,92,26.001697
91.527415,88,26.127226
91.312464,89,26.236876
90.897808,98,26.331056
85.152602,161,26.503724
90.426499,100,26.613509
92.602754,80,26.676022
90.799655,93,26.77018
73.421766,298,27.083971
90.965073,92,27.241062
92.480653,98,27.366453
92.351919,86,27.476284
90.059262,102,27.617847
93.300575,71,27.758702
91.317858,87,27.852843
84.563877,165,28.065379
93.002793,77,28.144839
87.565384,150,28.411464
91.053057,91,28.502071
82.566595,180,28.658621
92.159928,84,28.753655
91.149345,89,29.105618
91.273145,89,29.208332
89.790384,103,29.320426
91.501364,87,29.420535
89.399418,111,29.554436
83.290614,179,29.771193
91.538096,86,29.871615
91.643428,85,29.970989
92.2747,83,30.071985
93.012806,74,30.153536
92.17364,83,30.251391
92.788094,75,30.362331
92.029068,92,30.472092
91.142149,90,30.599085
90.405653,99,30.741107
91.542258,86,30.913625
91.2295,89,31.007797
85.059947,158,31.164547
91.374463,87,31.274539
91.287631,88,31.431862
87.897462,122,31.595454
92.394188,79,31.666015
91.522959,87,31.744964
93.074894,77,31.840995
90.895393,92,31.935915
93.553657,81,32.033258
91.397546,87,32.382938
91.164868,91,32.567042
94.027643,74,32.667147
91.543067,87,32.74782
90.870493,92,32.850563
91.399924,87,32.947501
86.037985,164,33.108657
92.258568,82,33.19792
90.348723,98,33.292868
91.299992,88,33.386469
91.546198,86,33.464983
92.019845,84,33.569054
92.358561,78,33.676544
93.717597,70,33.762715
77.564955,252,34.046435
90.641134,99,34.145501
91.28554,95,34.247055
91.174518,94,34.388455
90.822926,93,34.498224
91.079843,90,34.646406
90.094964,100,34.780115
91.2695,98,34.889395
90.831211,93,34.984709
91.436074,94,35.159759
89.373858,107,35.277334
91.229615,89,35.533477
92.231509,80,35.674929
91.376536,87,35.76908
81.875247,190,36.018179
90.997243,92,36.128534
91.194205,89,36.222695
88.88493,123,36.357676
91.317002,87,36.473112
85.642415,154,36.64331
91.795517,84,36.737462
90.897253,93,36.895811
91.228016,89,37.037551
92.275761,80,37.111066
89.49774,112,37.221784
92.979178,72,37.299919
91.918738,82,37.398712
90.141626,100,37.52342
91.321462,88,37.657879
91.566795,86,37.756498
90.609207,95,37.866808
87.320783,158,38.042669
91.26442,93,38.132953
91.720386,84,38.251781
91.081102,91,38.361612
91.2,88,38.469551
84.738179,164,38.767221
90.698749,94,38.877014
92.34572,80,38.972471
91.550898,86,39.058547
90.924215,93,39.157651
91.945158,83,39.251802
90.255587,99,39.361675
91.046729,92,39.471449
80.763466,209,39.686754
90.673139,96,39.796522
90.769446,94,39.890776
91.259253,89,39.98493
88.243808,121,40.141135
90.611763,96,40.235279
84.895408,157,40.391995
92.183013,81,40.520921
91.442171,87,40.624911
91.212315,95,40.720887
91.52468,90,40.813113
89.418835,111,40.985862
90.728987,94,41.088874
91.940522,82,41.188413
88.872295,116,41.314501
92.249721,79,41.393016
90.602325,95,41.502782
82.942426,186,41.847844
90.928507,92,41.941833
91.330414,88,42.035883
91.471336,90,42.137235
92.146967,84,42.224014
91.487439,86,42.326596
91.007685,99,42.426031
91.502116,86,42.507022
81.206968,198,42.758598
90.897251,92,42.863846
92.512588,82,42.962314
93.645139,74,43.045573
91.592614,86,43.143302
91.226495,89,43.238951
91.274759,89,43.334209
82.358221,180,43.524618
90.5,95,43.65439
79.75742,220,43.897845
91.803108,84,43.976568
91.486606,87,44.074881
91.114755,90,44.167889
90.995202,91,44.275823
90.890446,92,44.369123
91.105839,91,44.652109
90.879793,92,44.761785
90.946255,92,44.854876
90.90858,94,44.949214
88.558167,131,45.104176
90.362064,122,45.23077
91.113517,90,45.349244
81.03009,201,45.571338
90.408621,100,45.729079
92.420723,85,45.812493
92.413476,80,45.923506
91.084081,90,46.015135
92.039108,82,46.102875
84.663965,179,46.275638
90.873727,92,46.404037
88.871214,114,46.55753
91.348024,88,46.634649
90.876158,92,46.730975
91.391816,87,46.822118
91.281893,99,46.923762
90.963386,93,47.003261
78.630958,224,47.231715
84.699717,164,47.574374
91.80132,84,47.649831
93.171477,72,47.744406
91.647397,86,47.839322
91.223962,89,47.939675
91.233205,89,48.039159
91.389884,89,48.156782
91.190698,90,48.258045
91.639711,85,48.362359
91.395007,87,48.456849
90.521643,96,48.600535
91.310799,88,48.699312
72.809628,285,49.000551
91.147266,90,49.100803
93.286757,69,49.179705
91.182394,89,49.274137
91.286444,89,49.384102
90.692404,110,49.493975
91.296502,89,49.615934
91.289589,88,49.712288
85.691947,149,49.916215
91.399943,87,50.010407
90.699914,94,50.1199
90.988633,91,50.213071
91.315724,88,50.320126
91.4,86,50.403236
91.443171,87,50.73849
92.383269,83,50.862178
92.684157,79,50.947234
91.296071,88,51.044925
91.386953,87,51.13728
91.556867,86,51.2378
91.635494,85,51.320013
91.202598,91,51.42011
91.325271,88,51.500294
91.022423,90,51.597698
92.576676,77,51.676654
91.328075,88,51.781404
91.17999,89,51.88848
91.032716,91,51.985719
91.739641,84,52.081402
91.598229,85,52.159751
91.174122,89,52.263805
92.8,72,52.342253
91.163223,89,52.439055
90.883808,92,52.539567
91.498498,86,52.628523
91.737385,84,52.707053
92.664073,87,52.812287
91.246943,89,52.922343
90.562471,96,53.017072
91.288449,91,53.112114
91.592391,85,53.222259
93.217065,73,53.305734
91.4,86,53.380092
91.575868,87,53.642655
92.038571,86,53.740734
91.373734,87,53.837189
91.482558,86,53.9244
91.028438,91,54.018962
91.341025,88,54.110813
91.690156,84,54.205082
91.752242,93,54.315093
91.579271,85,54.410234
91.367313,88,54.504005
90.676605,101,54.609992
91.69583,84,54.704181
90.993799,91,54.798324
91.661219,84,54.89626
91.750348,83,55.053788
91.6,84,55.142271
90.8899,92,55.242455
91.296037,88,55.330993
92.550678,76,55.426306
91.79623,84,55.505954
91.499886,86,55.609673
91.846435,92,55.704028
91.318932,88,55.814018
91.765122,84,55.892578
91.473429,89,55.991099
86.90188,135,56.144641
91.3,87,56.235617
91.686692,84,56.314692
91.296013,88,56.609068
92.053954,82,56.735056
91.425414,87,56.845794
91.599809,85,56.999798
91.586484,85,57.089649
91.800152,85,57.155932
89.69082,118,57.297953
91.292124,88,57.391998
91.3146,88,57.486436
91.206559,89,57.594638
89.825892,112,57.703762
91.3182,88,57.809738
91.499638,86,57.924301
91.810685,85,58.034214
92.204316,80,58.107664
87.175936,157,58.280107
91.574281,85,58.359057
91.251558,89,58.453422
91.644117,85,58.548428
91.42071,87,58.636525
91.09934,90,58.735812
91.502361,86,58.814906
92.771638,73,58.893703
91.879186,82,58.97265
91.487843,87,59.071396
91.724809,84,59.155977
91.511841,86,59.250579
91.90444,83,59.486809
92.202803,80,59.59027
93.567706,77,59.673791
91.497667,86,59.754319
92.197691,80,59.85173
91.692422,84,59.93526
92.369125,86,60.029854
91.844581,83,60.126519
85.962418,155,60.306957
91.907665,88,60.441212
84.825993,156,60.608601
91.898731,82,60.709027
91.488435,86,60.808914
91.696769,84,60.908154
91.612099,86,61.00819
91.951068,82,61.090919
91.599669,85,61.178315
91.531453,87,61.29178
91.492428,86,61.388673
91.94105,84,61.529479
91.486762,86,61.716735
91.39235,87,61.803172
91.642968,85,61.902225
92.811261,75,61.969525
91.797054,83,62.064809
90.862311,93,62.171777
91.769342,83,62.254668
92.361655,81,62.388469
91.879339,82,62.513869
91.670592,84,62.897412
91.5,85,63.026774
91.67489,84,63.127383
91.415692,88,63.221534
91.698101,84,63.315708
91.94499,82,63.394654
91.985013,81,63.544502
91.575514,85,63.681297
91.460027,86,63.821738
91.954744,82,63.946809
91.96347,83,64.027988
91.608214,85,64.123991
91.606893,85,64.234578
91.598821,85,64.328949
90.986183,94,64.455402
91.397377,87,64.541155
91.957626,81,64.644707
91.63503,85,64.840541
91.541639,86,65.073965
91.590125,85,65.199575
91.68202,84,65.328464
91.84697,83,65.525045
91.720751,84,65.662512
91.451816,86,65.914041
91.566989,85,66.143541
92.393156,77,66.26822
91.233383,89,66.382781
90.694579,100,66.503618
91.2,88,66.679042
