#{"t_start": 1720871942.6678305, "env_id": "MountainCarContinuous-v0"}
r,l,t
90.497899,112,1.264831
39.034064,871,3.384914
47.004112,680,4.915502
87.289937,184,5.353166
91.787342,111,5.587047
76.763318,292,6.192238
61.374618,462,7.711093
93.576881,105,7.935747
90.361864,120,8.243336
89.701915,115,8.488058
87.911051,125,8.744278
87.923736,153,9.112055
69.913778,345,9.913043
70.295555,368,10.74515
57.922622,493,12.053951
82.534037,222,12.626697
93.42515,95,12.876032
80.896833,222,14.02234
92.358425,77,14.238192
73.663358,307,15.092449
92.895548,87,15.340875
78.915387,239,16.030467
64.404584,422,17.148422
87.859768,140,17.51575
87.293202,161,17.751657
85.977261,160,17.999936
86.96036,174,18.234371
79.640139,236,18.538988
72.514912,293,18.958937
90.006492,132,19.365128
89.1,109,19.500962
65.087337,390,19.987585
80.495756,207,20.284033
80.664842,240,20.594585
84.954891,178,20.828722
81.217216,223,21.143864
94.595278,84,21.271397
85.357471,178,21.560779
81.771801,226,21.896627
88.176197,149,22.104692
88.545913,136,22.279129
80.630984,206,22.570024
88.993036,129,22.735551
89.093603,126,23.133716
89.269862,109,23.305414
91.919849,83,23.426714
79.064058,216,23.713638
90.428471,102,23.858998
84.474224,161,24.063425
87.253573,135,24.279443
80.155012,242,24.641324
82.337451,205,24.896577
77.859673,276,25.298023
91.089547,94,25.441788
91.339571,95,25.591736
88.013166,122,25.759703
88.155094,139,25.99111
84.612608,166,26.273005
92.310186,87,26.389967
86.964077,139,26.58108
80.051261,231,27.139182
86.803132,173,27.405516
89.649138,119,27.580703
93.926087,75,27.695444
83.331135,205,28.007567
90.840877,130,28.21986
88.778491,128,28.419994
94.666389,70,28.531507
87.307819,134,28.738709
91.058027,97,28.870641
88.916685,118,29.008369
86.468431,194,29.264061
92.401646,87,29.386809
87.870134,140,29.593673
92.665428,100,29.731295
90.041069,125,29.907133
91.893123,88,30.019776
92.738968,76,30.120267
89.131902,113,30.269167
88.652836,122,30.431684
82.966203,197,30.896158
90.608815,108,31.057595
90.586691,96,31.201188
88.714013,127,31.409265
91.3,87,31.533213
70.983223,315,31.937992
91.333702,130,32.106531
91.715677,94,32.2343
84.866105,176,32.458521
92.005818,106,32.585159
80.355157,213,32.8832
93.354622,92,33.034872
91.672511,91,33.167078
92.318911,80,33.27307
87.96749,147,33.466096
87.221275,151,33.650883
89.445029,128,33.835688
90.805994,101,33.998308
85.660144,158,34.366611
92.098674,93,34.495163
82.629843,197,34.738981
84.043633,180,34.989497
83.113388,177,35.219718
85.934854,152,35.447793
84.894527,178,35.727037
90.089126,116,35.87151
90.073057,101,35.988272
91.662278,85,36.120114
88.873621,117,36.26357
89.232337,109,36.408216
92.152366,81,36.502084
93.259838,80,36.636553
90.531984,110,36.815299
89.167764,117,36.971721
91.175445,89,37.085456
90.759374,109,37.242499
91.426773,93,37.375192
92.579787,79,37.485055
88.157429,132,37.695377
79.882209,237,38.197272
93.148012,110,38.357306
88.899836,116,38.549879
88.429113,119,38.69381
78.510454,260,39.024415
92.622422,77,39.116887
91.152246,90,39.238276
91.934957,86,39.349682
91.898347,92,39.477758
93.267982,79,39.56758
91.015015,92,39.684005
91.238109,89,39.796078
80.840093,212,40.076418
91.996112,82,40.176149
90.3,97,40.299484
83.783004,168,40.513146
90.22174,111,40.676316
85.208201,152,40.892756
87.933855,133,41.076387
91.407652,87,41.21833
91.31504,89,41.541863
83.801057,169,41.771645
88.959477,119,41.909132
91.3,87,42.024934
92.124326,84,42.141068
92.851558,76,42.249227
92.040165,87,42.385766
92.032883,104,42.514136
89.802184,127,42.68167
90.86676,93,42.808368
90.660509,100,42.946206
90.93283,92,43.065984
93.60936,77,43.152269
89.469297,115,43.312325
91.374831,88,43.422597
91.874952,86,43.534226
91.263516,88,43.641626
91.287443,89,43.757872
80.68765,203,44.056541
83.67277,172,44.304512
91.395472,88,44.422719
89.781218,121,44.591597
82.961172,172,44.802728
88.630375,128,45.198941
80.606672,208,45.52616
90.107454,124,45.695857
90.741225,99,45.823537
89.786097,106,45.96654
91.24545,100,46.09401
91.530516,90,46.233193
91.07417,99,46.368715
91.496708,95,46.505068
90.899557,92,46.653832
78.60566,258,47.024353
87.43113,143,47.187885
91.217028,89,47.318231
85.393412,149,47.547572
90.628781,101,47.686333
88.256146,121,47.848599
92.033822,89,47.985021
88.571348,127,48.168824
90.546383,96,48.292801
91.0326,91,48.409109
93.790632,77,48.530933
92.497517,101,48.863855
92.009042,83,48.971449
91.604009,93,49.129976
82.328328,182,49.429894
91.106069,94,49.564531
82.806685,179,49.858931
92.575406,90,49.998519
91.589995,91,50.11721
90.6,94,50.233891
91.602966,88,50.346691
91.201832,101,50.501733
91.000061,109,50.647222
91.852067,97,50.783615
93.117212,75,50.893049
93.316829,81,51.019326
91.672802,86,51.13962
88.986355,112,51.29049
84.199831,173,51.533074
91.30545,89,51.649564
91.881728,92,51.773215
90.907575,92,51.909975
91.198694,91,52.065639
91.720902,100,52.215535
88.486909,120,52.383836
91.589259,85,52.700264
92.2751,83,52.795429
90.622783,94,52.934905
91.560671,86,53.051324
90.5,95,53.21487
84.965284,169,53.44317
91.418007,88,53.583688
85.984658,161,53.793991
91.688916,95,53.942925
88.948138,126,54.138314
91.216208,90,54.30668
90.4,96,54.473748
83.363588,186,54.771358
90.782193,104,54.916224
82.790685,205,55.215657
88.334194,120,55.395573
91.611374,87,55.512614
92.594783,85,55.616155
84.305848,171,55.905006
91.038887,96,56.042665
89.073281,121,56.211568
90.298682,100,56.62873
90.847142,93,56.781969
90.68238,98,56.961037
81.466767,222,57.329763
90.11457,99,57.545076
91.463636,96,57.710177
91.569385,87,57.853953
92.198835,84,58.000846
91.321966,93,58.122446
93.211963,80,58.254491
86.848534,145,58.51244
83.718929,179,58.788227
93.179641,84,58.94419
91.455311,87,59.061417
91.090769,92,59.213056
90.879133,93,59.352611
91.097866,90,59.477556
91.233413,89,59.625919
87.672685,134,59.844384
92.163555,87,59.984103
91.688166,84,60.120955
91.279151,88,60.259832
91.617185,86,60.392725
89.922125,107,60.533353
92.974324,79,60.81921
93.262819,74,60.939159
84.964055,177,61.204487
92.800714,84,61.340976
90.704026,95,61.495314
83.554116,183,61.791657
91.208714,90,61.952438
93.288897,70,62.058403
92.407258,79,62.177016
91.493164,98,62.335944
85.309199,157,62.60063
77.290623,258,62.995536
91.930892,91,63.149177
92.388317,80,63.271656
88.965145,127,63.529903
93.11807,92,63.683452
91.453133,87,63.826395
92.854813,83,63.966141
90.569672,99,64.141876
91.400018,89,64.272697
85.19021,164,64.519711
92.176906,81,64.637738
93.861641,82,64.751716
