#{"t_start": 1712517615.8614955, "env_id": "MountainCarContinuous-v0"}
r,l,t
89.743149,134,0.729734
58.997916,546,1.361945
79.577918,226,1.695845
75.773813,314,2.042984
78.504947,230,2.294824
89.828424,150,2.523957
94.610535,75,2.618362
45.961773,621,3.39225
62.998851,442,4.076456
88.535794,148,4.235025
92.46031,86,4.31654
92.754996,83,4.432057
88.079558,124,4.563597
89.666458,119,4.713684
89.763497,119,4.948254
89.08607,142,5.095276
58.026239,470,5.666101
82.939067,206,5.937321
84.444543,243,6.191151
79.991174,245,6.536934
92.780884,103,6.662697
91.74025,111,6.771212
91.194201,90,7.039691
90.467837,99,7.163679
92.752318,76,7.248287
81.580786,227,7.505455
73.648468,284,7.824527
89.884956,117,7.973573
89.218655,112,8.102071
92.673272,77,8.244994
93.2,68,8.364132
80.04821,242,8.691707
92.867773,73,8.76622
85.313985,176,8.957154
91.689317,88,9.058724
93.03718,73,9.134707
89.801859,119,9.267749
92.281304,80,9.364653
84.975551,173,9.548937
92.782918,85,9.636019
74.700294,300,10.070801
88.327595,146,10.366564
94.445632,71,10.445471
89.212982,119,10.640824
91.321002,97,10.771439
91.438831,104,10.89145
91.844525,86,10.977441
92.109807,85,11.078515
92.235573,78,11.157212
93.170623,82,11.257783
90.25419,114,11.363355
91.32232,100,11.507853
91.523158,87,11.632303
89.128951,110,11.79441
93.109962,80,11.886225
91.352816,88,11.979169
92.388536,79,12.098395
93.359237,89,12.269102
93.52424,68,12.498725
92.415808,97,12.749573
86.591389,153,12.944767
90.650927,97,13.057077
87.343874,138,13.218719
93.352317,74,13.305619
91.279978,89,13.416502
92.220239,83,13.556055
90.625284,97,13.879339
91.520637,88,13.991182
94.941242,72,14.114451
78.290268,235,14.363931
91.587356,88,14.456032
91.280481,89,14.545557
84.590275,161,14.718353
84.004945,164,14.886401
92.473708,81,14.967469
90.305151,112,15.090536
88.187359,132,15.269567
92.860492,80,15.3836
91.563531,86,15.504074
91.506784,101,15.648461
85.61304,157,15.86779
91.490292,88,15.977751
87.145349,137,16.144896
92.721164,76,16.234881
92.632248,78,16.331398
91.8,82,16.433196
91.478625,103,16.560658
92.312408,81,16.647774
91.089375,92,16.760936
91.189771,89,16.863459
86.404667,166,17.265776
80.636952,221,17.55403
91.119004,92,17.649545
90.490014,107,17.797108
