#{"t_start": 1712517615.8495119, "env_id": "MountainCarContinuous-v0"}
r,l,t
61.706908,523,1.210875
79.953978,240,1.505507
93.488662,73,1.628317
72.279162,382,2.051968
94.134338,70,2.149757
72.391191,305,2.520933
88.170771,134,2.727901
86.498822,163,2.985483
82.231238,206,3.194972
88.202464,126,3.336711
87.717098,137,3.461741
85.46671,165,3.850548
82.968013,216,4.090436
77.137269,244,4.338522
93.513013,82,4.457049
77.150679,286,4.837696
77.634572,238,5.139276
89.602031,126,5.318652
93.703287,77,5.393884
91.448637,122,5.532423
88.800088,122,5.695085
85.612937,162,5.903193
89.370848,114,6.032998
89.180018,123,6.159434
84.360264,177,6.42133
92.935144,73,6.508905
92.1,79,6.596628
90.549564,100,6.70768
87.101136,146,7.012668
88.079335,135,7.194657
88.043577,156,7.365589
85.897026,164,7.555964
92.005486,83,7.658481
92.827043,79,7.745992
93.5,65,7.807529
88.695696,117,7.96856
93.347277,80,8.054801
93.917422,82,8.173971
90.150003,120,8.381116
74.457661,347,8.8186
81.951738,209,9.054162
92.893899,78,9.133691
87.633802,136,9.283733
83.944482,191,9.496181
92.70412,82,9.585975
88.458029,152,9.769524
80.110033,252,10.272103
88.874569,138,10.414459
92.494791,76,10.498963
84.760242,160,10.760245
93.4,66,10.841907
93.383248,77,10.922416
92.601223,76,11.003425
93.896769,67,11.07786
90.786251,109,11.206256
92.4,76,11.286765
93.261926,74,11.35482
91.674143,87,11.454321
83.815288,169,11.739898
93.333685,72,11.817199
73.187743,281,12.163433
90.931648,97,12.481474
91.856796,88,12.72185
91.061612,101,12.879744
92.291769,78,12.959027
87.857346,148,13.126109
92.78092,74,13.219703
88.641033,127,13.367626
83.849641,167,13.611588
90.583007,103,13.957653
81.490302,197,14.213778
92.330356,80,14.298383
91.454389,88,14.388916
90.900933,109,14.504533
86.290092,159,14.665819
87.542655,150,14.825862
90.912535,93,14.919803
88.45642,136,15.065963
82.845105,196,15.315441
94.056761,71,15.422937
91.416773,89,15.560048
93.317877,70,15.6497
92.299267,81,15.772969
85.718268,160,15.974735
91.334306,88,16.085529
91.833628,85,16.191863
90.789178,93,16.292382
84.204816,169,16.497721
86.135513,153,16.6905
93.078752,77,16.778054
86.679697,156,17.145778
92.051585,83,17.264087
91.651121,85,17.381838
93.470032,73,17.459693
91.145785,101,17.588248
91.440614,92,17.68879
91.948749,85,17.816091
75.940203,285,18.215916
82.966611,189,18.424748
85.003092,181,18.714059
91.048241,111,18.850556
91.162749,93,18.975498
76.464276,245,19.243959
92.350412,82,19.364612
90.766096,108,19.512886
91.398873,87,19.61927
86.462567,155,19.805896
85.869218,153,19.957213
92.321102,79,20.099329
85.564828,151,20.332819
92.20526,79,20.596541
92.736542,75,20.666553
91.99512,81,20.809688
93.449254,66,20.921818
85.388417,154,21.094501
91.774758,84,21.183255
91.959793,85,21.302296
92.101526,83,21.387815
92.90926,84,21.495454
93.020547,82,21.619981
85.132745,160,21.850472
92.39253,79,21.941975
92.323386,95,22.043824
92.619991,83,22.136522
92.275007,82,22.229214
91.2,88,22.321747
91.980378,81,22.438663
91.830563,83,22.525703
90.440969,115,22.667256
90.108786,114,22.780193
91.646618,89,22.871335
93.171092,80,22.966841
92.123081,81,23.053864
91.582351,88,23.180368
90.818675,101,23.29115
91.890085,94,23.399703
85.894074,172,23.720743
91.899238,82,23.811496
92.480354,82,23.906158
87.44367,145,24.054902
85.613677,177,24.283828
92.038658,84,24.370463
91.744936,84,24.459082
84.537645,186,24.678975
91.447588,87,24.803005
91.24332,89,24.970795
91.433441,89,25.117448
91.928864,90,25.22913
89.901006,103,25.367683
91.52026,87,25.502759
91.319466,88,25.607965
91.071328,91,25.709774
91.604194,85,25.839197
91.814447,83,25.947966
83.533613,187,26.21527
90.927318,92,26.335807
90.462331,100,26.441712
92.5,75,26.519288
84.569498,179,26.713212
91.945124,83,26.802389
91.464401,102,27.082795
89.204128,115,27.225293
92.499107,77,27.305011
90.848724,102,27.414752
86.350999,177,27.676955
81.743442,187,27.897618
91.356855,88,28.046397
85.6242,144,28.280223
93.501874,89,28.401265
92.581239,77,28.504281
92.293073,80,28.596858
91.158093,90,28.691302
91.443825,87,28.800154
91.180252,89,28.907664
91.493039,86,29.018177
92.235253,93,29.152758
90.692354,95,29.280311
91.516939,87,29.410073
93.675327,70,29.560312
90.730218,97,29.70136
91.348224,88,29.821637
92.412952,79,29.936258
92.258352,85,30.029583
90.747508,94,30.129896
82.200977,181,30.485907
79.444357,223,30.738479
91.401173,87,30.834903
87.08196,164,31.035073
91.346065,89,31.146905
91.841893,84,31.233739
92.828038,76,31.327335
92.351429,79,31.417809
90.804357,101,31.535486
91.54907,87,31.636216
85.019138,160,31.79509
89.391974,107,31.957834
82.742218,186,32.189341
78.178364,241,32.452525
91.111638,91,32.601101
89.89511,108,32.765035
90.571439,95,32.86937
89.83504,120,33.01169
91.506637,87,33.142226
91.750273,84,33.235183
91.886754,85,33.334482
92.591332,82,33.429688
91.068214,91,33.752509
91.020731,100,33.856216
92.562726,77,33.945368
87.252424,156,34.140398
91.397727,90,34.234247
90.783149,103,34.344029
91.412857,87,34.432738
89.190713,119,34.60856
91.396928,87,34.730013
91.276581,89,34.832745
91.274097,92,34.93353
90.95499,106,35.057728
90.770697,93,35.171891
91.277523,89,35.293269
84.194538,178,35.491158
91.399993,87,35.58066
92.494335,77,35.68192
88.792378,113,35.815276
91.3459,88,35.908231
91.610127,87,35.998873
91.819225,84,36.130532
91.404155,87,36.269831
91.691463,86,36.435943
90.7,93,36.56282
91.39985,87,36.66891
90.187993,109,37.016547
91.210923,90,37.136304
91.612672,85,37.243928
91.543429,87,37.336009
90.921078,98,37.437635
87.246388,136,37.586369
91.762989,85,37.680913
91.348686,88,37.778425
92.230787,81,37.883123
85.002635,166,38.084215
84.947984,157,38.277406
91.091628,91,38.385157
83.338923,170,38.587194
91.116005,92,38.690174
91.472659,86,38.795817
91.550287,86,38.906312
81.777883,202,39.187923
91.212235,89,39.287338
90.60571,95,39.447165
91.639521,85,39.557832
91.193919,89,39.677055
91.289425,88,39.789646
91.45348,87,39.894704
91.165835,89,40.006358
93.385654,79,40.317121
92.290133,94,40.428128
91.231172,90,40.565955
90.787438,94,40.665723
91.299974,88,40.775749
91.714098,85,40.863349
90.843124,92,40.948157
91.234295,89,41.045075
91.324284,88,41.156442
91.304751,89,41.251916
91.435322,87,41.35662
91.222893,90,41.447769
91.295147,89,41.539377
91.628832,86,41.646917
90.893754,92,41.729472
84.272807,162,41.921724
91.537337,86,42.013377
91.694616,85,42.097151
91.358972,90,42.192722
92.722991,80,42.282796
91.175583,91,42.370651
80.020231,207,42.603538
90.731134,94,42.716009
91.81853,84,42.836814
91.378121,89,42.956814
91.879045,90,43.062253
90.937106,91,43.37324
90.99191,92,43.473772
91.215747,88,43.572295
91.821518,84,43.655817
91.098601,90,43.753583
91.299989,88,43.851402
91.118804,90,43.952503
91.397957,87,44.049968
93.002001,72,44.133504
83.625094,167,44.352803
91.275435,88,44.439318
91.374425,87,44.528886
91.548938,86,44.637083
91.311245,88,44.735923
91.422405,87,44.832304
91.26107,90,44.944105
89.976633,112,45.092739
91.190159,89,45.207308
91.227012,89,45.30902
91.396973,87,45.411466
91.129828,90,45.499734
91.735681,89,45.603724
92.105179,86,45.708438
91.432378,87,45.819663
91.454498,87,45.918099
93.313423,74,46.006258
91.011519,91,46.114772
91.682502,87,46.199066
91.813654,84,46.536714
91.643899,85,46.658058
91.745701,85,46.757017
88.073464,159,46.952157
91.271209,88,47.080605
91.540147,86,47.183419
91.124222,93,47.292097
91.783392,84,47.389864
91.620919,86,47.481167
91.414214,87,47.572708
93.320939,79,47.668916
94.018591,77,47.78169
91.435255,87,47.882377
88.7,113,48.009418
91.955418,83,48.102605
91.495479,86,48.199581
91.47204,87,48.304614
91.986971,89,48.421209
91.279179,89,48.53097
91.580847,85,48.648463
91.431233,87,48.766909
91.126812,90,48.862055
90.993422,91,48.962677
91.434076,87,49.057932
91.250337,89,49.154137
91.175131,89,49.25474
91.449584,87,49.410782
91.397364,87,49.723782
91.59462,85,49.834614
92.276923,91,49.963794
92.831456,75,50.063198
91.79265,84,50.163685
91.986333,82,50.264251
92.398842,85,50.360166
92.708422,81,50.44809
92.579875,85,50.558366
91.3411,88,50.677432
91.297461,88,50.778658
92.250205,87,50.898036
91.306104,88,51.022074
93.491894,70,51.113922
91.490314,86,51.200314
91.59735,85,51.295831
91.605196,85,51.389376
91.747057,84,51.516422
91.627619,86,51.618551
83.430186,170,51.815991
91.038602,91,51.907268
92.032806,81,52.001247
91.086662,90,52.167774
91.702439,86,52.273154
91.669294,84,52.373953
91.642732,85,52.45952
91.641526,85,52.552761
91.494017,86,52.661031
88.598407,118,53.028474
91.723619,84,53.132901
91.57775,85,53.227124
91.48624,86,53.320219
85.474425,161,53.526632
89.722551,112,53.667289
90.985291,92,53.765084
91.399207,87,53.864233
91.639316,87,53.981652
91.701187,84,54.079137
91.484903,86,54.166738
91.402404,87,54.263543
91.418275,88,54.364332
91.495663,86,54.457397
91.801842,84,54.568382
91.830726,85,54.670194
91.994503,81,54.751569
91.867976,84,54.847934
92.13445,80,54.937294
91.086369,90,55.043498
91.286411,88,55.1497
